t_wall,x,y,z
0.0000,0.00000,0.00000,0.00000
0.0079,0.00000,0.00000,-0.00001
0.0157,0.00000,0.00000,0.00000
0.0315,0.00000,0.00000,0.00000
0.0393,0.00000,0.00000,-0.00001
0.0471,0.00000,0.00000,0.00000
0.0550,0.00000,0.00000,0.00000
0.0707,0.00000,0.00000,-0.00001
0.0786,0.00000,0.00000,0.00000
0.0869,0.00000,0.00000,0.00000
0.0944,0.00000,0.00000,0.00000
0.1100,0.00000,0.00000,-0.00001
0.1178,0.00000,0.00000,0.00000
0.1258,0.00000,0.00000,-0.00001
0.1413,0.00000,0.00000,0.00000
0.1491,0.00000,0.00000,0.00000
0.1570,0.00000,0.00000,0.00000
0.1650,0.00000,0.00000,-0.00001
0.1807,0.00000,0.00000,0.00000
0.1886,0.00000,0.00000,0.00000
0.1963,0.00000,0.00000,0.00000
0.2043,0.00000,0.00000,-0.00001
0.2201,0.00000,0.00000,0.00000
0.2279,0.00000,0.00000,0.00000
0.2360,0.00000,0.00000,0.00000
0.2436,0.00000,0.00000,0.00000
0.2593,0.00000,0.00000,0.00000
0.2674,0.00000,0.00000,0.00000
0.2752,0.00000,0.00000,-0.00001
0.2911,0.00000,0.00000,-0.00001
0.2981,0.00000,0.00000,0.00000
0.3048,0.00000,0.00000,-0.00001
0.3183,0.00000,0.00000,0.00000
0.3248,0.00000,0.00000,-0.00001
0.3388,0.00000,0.00000,0.00000
0.3459,0.00000,0.00000,0.00000
0.3601,0.00000,0.00000,-0.00001
0.3674,0.00000,0.00000,0.00000
0.3745,0.00000,0.00000,-0.00001
0.3890,0.00000,0.00000,-0.00001
0.3962,0.00000,0.00000,0.00000
0.4107,0.00000,0.00000,-0.00001
0.4179,0.00000,0.00000,-0.00001
0.4252,0.00000,0.00000,0.00000
0.4400,0.00000,0.00000,-0.00001
0.4470,0.00000,0.00000,0.00000
0.4543,0.00000,0.00000,-0.00001
0.4688,0.00000,0.00000,0.00000
0.4759,0.00000,0.00000,0.00000
0.4904,0.00000,0.00000,-0.00001
0.4975,0.00000,0.00000,0.00000
0.5048,0.00000,0.00000,-0.00001
0.5194,0.00000,0.00000,-0.00001
0.5268,0.00000,0.00000,0.00000
0.5340,0.00000,0.00000,-0.00001
0.5484,0.00000,0.00000,0.00000
0.5558,0.00000,0.00000,0.00000
0.5703,0.00000,0.00000,-0.00001
0.5773,0.00000,0.00000,0.00000
0.5846,0.00000,0.00000,-0.00001
0.5991,0.00000,0.00000,0.00000
0.6063,0.00000,0.00000,0.00000
0.6209,0.00000,0.00000,0.00000
0.6280,0.00000,0.00000,-0.00001
0.6353,0.00000,0.00000,0.00000
0.6498,0.00000,0.00000,-0.00001
0.6570,0.00000,0.00000,0.00000
0.6642,0.00000,0.00000,0.00000
0.6788,0.00000,0.00000,0.00000
0.6859,0.00000,0.00000,-0.00001
0.7003,0.00000,0.00000,0.00000
