t_wall,x,y,z
0.0000,0.00000,0.00000,0.00000
0.0059,0.00000,0.00000,0.00000
0.0203,0.00000,0.00000,0.00000
0.0273,0.00000,0.00000,0.00000
0.0413,0.00000,0.00000,0.00000
0.0482,0.00000,0.00000,0.00000
0.0621,0.00000,0.00000,0.00000
0.0690,0.00000,0.00000,0.00000
0.0760,0.00000,0.00000,0.00000
0.0898,0.00000,0.00000,0.00000
0.0968,0.00000,0.00000,0.00000
0.1108,0.00000,0.00000,0.00000
0.1180,0.00000,0.00000,0.00000
0.1317,0.00000,0.00000,0.00000
0.1387,0.00000,0.00000,0.00000
0.1457,0.00000,0.00000,0.00000
0.1597,0.00000,0.00000,0.00000
0.1667,0.00000,0.00000,0.00000
0.1805,0.00000,0.00000,0.00000
0.1875,0.00000,0.00000,0.00000
0.2017,0.00000,0.00000,0.00000
0.2087,0.00000,0.00000,0.00000
0.2157,0.00000,0.00000,0.00000
0.2297,0.00000,0.00000,0.00000
0.2366,0.00000,0.00000,0.00000
0.2506,0.00000,0.00000,0.00000
0.2575,0.00000,0.00000,0.00000
0.2714,0.00000,0.00000,0.00000
0.2784,0.00000,0.00000,0.00000
0.2855,0.00000,0.00000,0.00000
0.2996,0.00000,0.00000,0.00000
0.3065,0.00000,0.00000,0.00000
0.3203,0.00000,0.00000,0.00000
0.3273,0.00000,0.00000,0.00000
0.3458,0.00000,0.00000,0.00000
0.3726,0.00000,0.00000,0.00000
0.3781,0.00000,0.00000,0.00000
0.3787,0.00000,0.00000,0.00000
0.3793,0.00000,0.00000,0.00000
0.3964,0.00000,0.00000,0.00000
0.3969,0.00000,0.00000,0.00000
0.4102,0.00000,0.00000,0.00000
0.4240,0.00000,0.00000,0.00000
0.4310,0.00000,0.00000,0.00000
0.4359,0.00000,0.00000,0.00000
0.4491,0.00000,0.00000,0.00000
0.4645,0.00000,0.00000,0.00000
0.5589,0.00000,0.00000,0.00000
0.5620,0.00000,0.00000,0.00000
0.5632,0.00000,0.00000,0.00000
0.5640,0.00000,0.00000,0.00000
0.5648,0.00000,0.00000,0.00000
0.5658,0.00000,-0.00000,0.00000
0.5663,0.00000,0.00000,0.00000
0.5670,0.00000,0.00000,0.00000
0.5677,0.00000,0.00000,0.00000
0.7501,0.00000,0.00000,0.00000
0.7614,0.00000,0.00000,0.00000
0.7622,0.00000,0.00000,0.00000
0.7634,0.00000,0.00000,0.00000
0.7641,0.00000,0.00000,0.00000
0.7648,0.00000,0.00000,0.00000
0.7654,0.00000,0.00000,0.00000
0.7660,0.00000,0.00000,0.00000
0.7665,0.00000,0.00000,0.00000
0.7672,0.00000,0.00000,0.00000
0.7678,0.00000,0.00000,0.00000
0.7683,0.00000,0.00000,0.00000
0.7688,0.00000,0.00000,0.00000
0.7694,0.00000,0.00000,0.00000
0.7699,0.00000,0.00000,0.00000
