t_wall,x,y,z
0.0000,0.00000,0.00000,0.00000
0.0010,-0.04137,-0.13068,0.14429
0.0021,-0.09052,-0.26014,0.29004
0.0030,-0.14727,-0.38843,0.43720
0.0039,-0.21143,-0.51556,0.58571
0.0047,-0.28284,-0.64157,0.73554
0.0055,-0.36133,-0.76650,0.88662
0.0069,-0.44673,-0.89037,1.03892
0.0079,-0.53888,-1.01322,1.19238
0.0089,-0.63764,-1.13507,1.34698
0.0097,-0.74279,-1.25591,1.50259
0.0112,-0.85419,-1.37578,1.65917
0.0126,-0.97168,-1.49470,1.81670
0.0138,-1.09514,-1.61271,1.97512
0.0150,-1.22441,-1.72983,2.13440
0.0159,-1.35936,-1.84609,2.29450
0.0174,-1.49985,-1.96151,2.45539
0.0181,-1.64574,-2.07611,2.61703
0.0190,-1.79689,-2.18994,2.77937
0.0198,-1.95320,-2.30299,2.94239
0.0205,-2.11452,-2.41531,3.10605
0.0213,-2.28073,-2.52691,3.27031
0.0221,-2.45172,-2.63781,3.43514
0.0230,-2.62737,-2.74803,3.60050
0.0239,-2.80751,-2.85759,3.76633
0.0249,-2.99205,-2.96650,3.93260
0.0259,-3.18088,-3.07479,4.09929
0.0275,-3.37387,-3.18246,4.26635
0.0296,-3.57093,-3.28955,4.43376
0.0306,-3.77195,-3.39606,4.60150
0.0313,-3.97681,-3.50202,4.76952
0.0319,-4.18544,-3.60745,4.93781
0.0326,-4.39774,-3.71235,5.10634
0.0530,-4.61359,-3.81676,5.27509
0.0540,-4.83519,-3.92024,5.44471
0.0548,-5.06250,-4.02277,5.61517
0.0555,-5.29535,-4.12438,5.78642
0.0562,-5.53356,-4.22511,5.95839
0.0570,-5.77697,-4.32497,6.13105
0.0701,-6.02541,-4.42401,6.30435
0.0889,-6.27874,-4.52225,6.47823
0.0900,-6.53681,-4.61971,6.65267
0.1020,-6.79947,-4.71642,6.82762
0.1032,-7.06658,-4.81241,7.00302
0.1156,-7.33799,-4.90771,7.17885
0.1289,-7.61357,-5.00233,7.35507
0.1400,-7.89321,-5.09631,7.53163
0.1484,-8.17675,-5.18966,7.70851
0.1573,-8.46408,-5.28241,7.88568
0.1658,-8.75508,-5.37457,8.06308
0.1754,-9.04964,-5.46618,8.24071
0.1840,-9.34757,-5.55723,8.41847
0.1924,-9.64875,-5.64776,8.59635
0.2055,-9.95308,-5.73778,8.77432
0.2146,-10.26047,-5.82730,8.95233
0.2276,-10.57080,-5.91636,9.13039
0.2345,-10.88401,-6.00496,9.30846
0.2415,-11.19997,-6.09312,9.48651
0.2553,-11.51860,-6.18086,9.66454
0.2622,-11.83983,-6.26819,9.84251
0.2762,-12.16356,-6.35513,10.02040
0.2831,-12.48972,-6.44170,10.19821
0.2970,-12.81823,-6.52791,10.37590
0.3039,-13.14901,-6.61377,10.55347
0.3178,-13.48198,-6.69930,10.73090
0.3265,-13.81708,-6.78451,10.90817
0.3368,-14.15424,-6.86941,11.08526
0.3449,-14.49340,-6.95401,11.26217
0.3531,-14.83448,-7.03833,11.43887
0.3683,-15.17742,-7.12238,11.61537
0.3759,-15.52216,-7.20617,11.79164
0.3845,-15.86864,-7.28970,11.96767
0.3919,-16.21682,-7.37300,12.14346
0.4077,-16.56662,-7.45606,12.31899
0.4156,-16.91802,-7.53890,12.49425
0.4234,-17.27094,-7.62153,12.66924
0.4380,-17.62534,-7.70396,12.84394
0.4450,-17.98117,-7.78619,13.01835
0.4531,-18.33840,-7.86824,13.19246
0.4678,-18.69696,-7.95011,13.36627
0.4748,-19.05683,-8.03180,13.53976
0.4829,-19.41794,-8.11334,13.71293
0.4986,-19.78028,-8.19472,13.88578
0.5067,-20.14379,-8.27594,14.05831
0.5149,-20.50846,-8.35702,14.23050
0.5233,-20.87424,-8.43797,14.40236
0.5386,-21.24109,-8.51878,14.57387
0.5473,-21.60889,-8.59948,14.74501
0.5553,-21.97766,-8.68007,14.91580
0.5627,-22.34737,-8.76056,15.08621
0.5766,-22.71796,-8.84095,15.25626
0.5845,-23.08933,-8.92127,15.42590
0.5927,-23.46149,-9.00150,15.59517
