t_wall,x,y,z
0.0000,0.00000,0.00000,0.00000
0.0019,0.02105,0.13533,0.35632
0.1501,0.04233,0.27117,0.71255
0.1509,0.06384,0.40683,1.06817
0.1516,0.08560,0.54317,1.42395
0.1523,0.10757,0.68021,1.77975
0.1530,0.12976,0.81799,2.13562
0.1536,0.15210,0.95651,2.49148
0.1543,0.17462,1.09577,2.84732
0.1549,0.19723,1.23581,3.20309
0.1557,0.22000,1.37663,3.55884
0.1565,0.24283,1.51823,3.91449
0.1574,0.26577,1.66064,4.27005
0.1582,0.28875,1.80386,4.62549
0.1587,0.31180,1.94791,4.98077
0.1592,0.33481,2.09279,5.33587
0.1597,0.35785,2.23853,5.69076
0.1603,0.38086,2.38514,6.04547
0.1608,0.40387,2.53262,6.39996
0.1612,0.42679,2.68098,6.75421
0.1616,0.44964,2.83025,7.10818
0.1620,0.47238,2.98042,7.46188
0.1625,0.49505,3.13152,7.81524
0.1630,0.51754,3.28355,8.16830
0.1634,0.53994,3.43652,8.52102
0.1641,0.56213,3.59045,8.87338
0.1655,0.58416,3.74535,9.22534
0.1667,0.60598,3.90125,9.57693
0.1679,0.62762,4.05812,9.92810
0.1695,0.64901,4.21600,10.27884
0.1707,0.67013,4.37489,10.62912
0.1718,0.69101,4.53481,10.97897
0.1728,0.71158,4.69577,11.32831
0.1737,0.73187,4.85777,11.67715
0.1747,0.75183,5.02083,12.02551
0.2313,0.77148,5.18500,12.37338
0.2322,0.79077,5.35008,12.72064
0.2329,0.80972,5.51630,13.06738
0.2336,0.82827,5.68365,13.41363
0.2343,0.84643,5.85215,13.75934
0.2351,0.86419,6.02180,14.10449
0.2362,0.88150,6.19261,14.44906
0.2370,0.89840,6.36459,14.79306
0.2460,0.91482,6.53776,15.13641
0.2469,0.93078,6.71209,15.47915
0.2619,0.94623,6.88762,15.82126
0.2716,0.96121,7.06435,16.16272
0.2783,0.97564,7.24230,16.50348
0.2857,0.98956,7.42146,16.84353
0.2997,1.00296,7.60186,17.18289
0.3066,1.01574,7.78349,17.52151
0.3265,1.02798,7.96637,17.85940
0.3272,1.03964,8.15049,18.19653
0.3401,1.05069,8.33588,18.53286
0.3540,1.06112,8.52255,18.86841
0.3680,1.07095,8.71048,19.20312
0.3685,1.08011,8.89970,19.53702
0.3749,1.08862,9.09023,19.87005
0.3864,1.09646,9.28204,20.20227
0.4003,1.10363,9.47515,20.53357
0.4072,1.11014,9.66959,20.86398
0.4210,1.11593,9.86534,21.19345
0.4281,1.12103,10.06242,21.52200
0.4353,1.12539,10.26083,21.84958
0.4489,1.12903,10.46059,22.17621
0.4559,1.13189,10.66168,22.50180
0.4697,1.13406,10.86411,22.82641
0.4767,1.13550,11.06779,23.14996
0.4909,1.13617,11.27280,23.47241
0.4978,1.13604,11.47908,23.79379
0.5049,1.13519,11.68670,24.11407
0.5192,1.13354,11.89564,24.43322
0.5259,1.13107,12.10588,24.75119
0.5400,1.12784,12.31744,25.06802
0.5470,1.12378,12.53030,25.38366
0.5608,1.11892,12.74447,25.69809
0.5678,1.11328,12.95994,26.01129
0.5748,1.10681,13.17673,26.32324
0.5886,1.09952,13.39483,26.63394
0.5956,1.09140,13.61426,26.94336
0.6095,1.08243,13.83501,27.25149
0.6167,1.07263,14.05708,27.55832
0.6305,1.06198,14.28050,27.86380
0.6373,1.05050,14.50526,28.16797
0.6512,1.03817,14.73136,28.47073
0.6581,1.02499,14.95880,28.77212
0.6652,1.01095,15.18759,29.07211
0.6790,0.99603,15.41775,29.37069
0.6860,0.98028,15.64925,29.66787
0.7000,0.96365,15.88212,29.96359
0.7069,0.94613,16.11635,30.25784
0.7212,0.92779,16.35196,30.55056
0.7280,0.90854,16.58896,30.84189
0.7352,0.88839,16.82737,31.13162
0.7496,0.86743,17.06720,31.41983
0.7566,0.84555,17.30849,31.70651
0.7703,0.82275,17.55125,31.99160
0.7773,0.79910,17.79550,32.27517
0.7912,0.77453,18.04124,32.55703
0.7981,0.74908,18.28848,32.83731
0.8050,0.72271,18.53722,33.11587
0.8191,0.69549,18.78746,33.39285
0.8260,0.66736,19.03922,33.66806
0.8399,0.63830,19.29247,33.94162
0.8469,0.60837,19.54724,34.21341
0.8616,0.57754,19.80351,34.48337
0.8704,0.54580,20.06128,34.75161
0.8774,0.51318,20.32059,35.01797
0.8845,0.47967,20.58143,35.28250
0.8985,0.44525,20.84377,35.54513
0.9061,0.40997,21.10764,35.80581
0.9195,0.37378,21.37301,36.06466
0.9265,0.33670,21.63986,36.32168
0.9407,0.29876,21.90817,36.57681
0.9475,0.26001,22.17790,36.83011
0.9545,0.22043,22.44904,37.08163
0.9685,0.18002,22.72154,37.33145
0.9753,0.13879,22.99539,37.57950
0.9892,0.09677,23.27056,37.82583
0.9962,0.05398,23.54703,38.07052
1.0105,0.01043,23.82477,38.31350
1.0175,-0.03388,24.10376,38.55490
1.0245,-0.07895,24.38398,38.79464
1.0384,-0.12476,24.66541,39.03280
1.0452,-0.17130,24.94802,39.26938
1.0591,-0.21857,25.23180,39.50436
1.0661,-0.26654,25.51672,39.73782
1.0800,-0.31522,25.80276,39.96975
1.0870,-0.36460,26.08990,40.20016
1.1009,-0.41465,26.37814,40.42910
1.1078,-0.46537,26.66743,40.65658
1.1152,-0.51676,26.95776,40.88260
1.1293,-0.56879,27.24906,41.10714
1.1361,-0.62146,27.54131,41.33023
1.1501,-0.67478,27.83448,41.55185
1.1570,-0.72870,28.12857,41.77206
1.1709,-0.78324,28.42356,41.99087
1.1779,-0.83838,28.71944,42.20828
1.1847,-0.89411,29.01618,42.42428
1.1987,-0.95044,29.31379,42.63894
1.2060,-1.00736,29.61224,42.85226
1.2198,-1.06485,29.91151,43.06424
1.2268,-1.12290,30.21161,43.27493
1.2405,-1.18152,30.51250,43.48434
1.2475,-1.24069,30.81419,43.69247
1.2544,-1.30042,31.11665,43.89932
1.2684,-1.36069,31.41987,44.10495
1.2752,-1.42148,31.72385,44.30929
1.2895,-1.48282,32.02856,44.51242
1.2962,-1.54468,32.33399,44.71432
1.3107,-1.60706,32.64014,44.91507
1.3173,-1.66992,32.94700,45.11459
1.3314,-1.73331,33.25455,45.31296
1.3381,-1.79718,33.56277,45.51016
1.3451,-1.86154,33.87167,45.70627
1.3594,-1.92639,34.18121,45.90121
1.3664,-1.99173,34.49141,46.09506
1.3804,-2.05753,34.80224,46.28775
1.3873,-2.12381,35.11369,46.47940
1.3948,-2.19055,35.42575,46.66995
1.4084,-2.25775,35.73842,46.85940
1.4152,-2.32538,36.05167,47.04782
1.4293,-2.39347,36.36552,47.23520
1.4362,-2.46201,36.67993,47.42154
1.4506,-2.53098,36.99491,47.60684
1.4575,-2.60038,37.31045,47.79110
1.4643,-2.67020,37.62652,47.97439
1.4784,-2.74045,37.94314,48.15664
1.4854,-2.81110,38.26028,48.33792
1.4994,-2.88217,38.57792,48.51822
1.5063,-2.95365,38.89602,48.69754
1.5205,-3.02548,39.21452,48.87600
1.5274,-3.09769,39.53339,49.05343
1.5413,-3.17029,39.85267,49.23001
1.5482,-3.24323,40.17226,49.40561
1.5552,-3.31653,40.49226,49.58017
1.5694,-3.39023,40.81274,49.75369
1.5763,-3.46427,41.13361,49.92618
1.5911,-3.53870,41.45493,50.09750
1.5976,-3.61350,41.77671,50.26767
1.6045,-3.68866,42.09896,50.43661
1.6184,-3.76422,42.42167,50.60434
1.6280,-3.84015,42.74490,50.77072
1.6350,-3.91642,43.06861,50.93570
1.6488,-3.99308,43.39285,51.09927
1.6557,-4.07010,43.71760,51.26126
1.6702,-4.14749,44.04290,51.42178
1.6770,-4.22525,44.36872,51.58072
1.6911,-4.30341,44.69509,51.73806
1.6980,-4.38190,45.02201,51.89364
1.7050,-4.46076,45.34948,52.04745
1.7191,-4.53998,45.67753,52.19943
1.7261,-4.61960,46.00613,52.34958
1.7401,-4.69956,46.33529,52.49777
1.7470,-4.77985,46.66503,52.64401
1.7610,-4.86054,46.99534,52.78817
1.7680,-4.94156,47.32629,52.93033
1.7753,-5.02298,47.65788,53.07034
1.7890,-5.10474,47.99010,53.20816
1.7959,-5.18683,48.32298,53.34378
1.8101,-5.26929,48.65647,53.47714
1.8171,-5.35211,48.99061,53.60818
1.8312,-5.43524,49.32536,53.73684
1.8380,-5.51874,49.66073,53.86306
1.8452,-5.60254,49.99671,53.98678
1.8591,-5.68668,50.33331,54.10800
1.8661,-5.77112,50.67048,54.22659
1.8802,-5.85590,51.00828,54.34256
1.8871,-5.94098,51.34663,54.45584
1.9010,-6.02634,51.68554,54.56631
1.9079,-6.11200,52.02502,54.67410
1.9150,-6.19797,52.36504,54.77902
1.9291,-6.28418,52.70560,54.88107
1.9357,-6.37067,53.04667,54.98019
1.9498,-6.45746,53.38824,55.07632
1.9568,-6.54447,53.73029,55.16946
1.9707,-6.63172,54.07282,55.25955
1.9779,-6.71924,54.41579,55.34646
1.9849,-6.80695,54.75921,55.43026
1.9988,-6.89490,55.10305,55.51089
2.0058,-6.98307,55.44726,55.58822
2.0196,-7.07141,55.79186,55.66232
2.0266,-7.15998,56.13680,55.73306
2.0405,-7.24872,56.48208,55.80050
2.0474,-7.33762,56.82768,55.86447
2.0543,-7.42664,57.17353,55.92502
2.0684,-7.51584,57.51966,55.98202
2.0754,-7.60520,57.86604,56.03555
2.0893,-7.69467,58.21259,56.08554
2.0962,-7.78424,58.55935,56.13192
