t_wall,x,y,z
0.0000,0.00000,0.00000,0.00000
0.0076,0.00000,0.00000,0.00000
0.0148,0.00000,0.00000,0.00000
0.0290,0.00000,0.00000,0.00000
0.0368,0.00000,0.00000,0.00000
0.0470,0.00000,0.00000,0.00000
0.0552,0.00000,0.00000,0.00000
0.0704,0.00000,0.00000,0.00000
0.0785,0.00000,0.00000,0.00000
0.0863,0.00000,0.00000,0.00000
0.0949,0.00000,0.00000,0.00000
0.1104,0.00000,0.00000,0.00000
0.1176,0.00000,0.00000,0.00000
0.1255,0.00000,0.00000,0.00000
0.1398,0.00000,0.00000,0.00000
0.1469,0.00000,0.00000,0.00000
0.1542,0.00000,0.00000,0.00000
0.1716,0.00000,0.00000,0.00000
0.1800,0.00000,0.00000,0.00000
0.1879,0.00000,0.00000,0.00000
0.1951,0.00000,0.00000,0.00000
0.2038,0.00000,0.00000,0.00000
0.2198,0.00000,0.00000,0.00000
0.2273,0.00000,0.00000,0.00000
0.2358,0.00000,0.00000,0.00000
0.2504,0.00000,0.00000,0.00000
0.2580,0.00000,0.00000,0.00000
0.2661,0.00000,0.00000,0.00000
0.2737,0.00000,0.00000,0.00000
0.2886,0.00000,0.00000,0.00000
0.2982,0.00000,0.00000,0.00000
0.3061,0.00000,0.00000,0.00000
0.3141,0.00000,0.00000,0.00000
0.3294,0.00000,0.00000,0.00000
0.3368,0.00000,0.00000,0.00000
0.3440,0.00000,0.00000,0.00000
0.3590,0.00000,0.00000,0.00000
0.3690,0.00000,0.00000,0.00000
0.3801,0.00000,0.00000,0.00000
0.3948,0.00000,0.00000,0.00000
0.3965,0.00000,0.00000,0.00000
0.4111,0.00000,0.00000,0.00000
0.4264,0.00000,0.00000,0.00000
0.4279,0.00000,0.00000,0.00000
0.4450,0.00000,0.00000,0.00000
0.4584,0.00000,0.00000,0.00000
0.4594,0.00000,0.00000,0.00000
0.4791,0.00000,0.00000,0.00000
0.5169,0.00000,0.00000,0.00000
0.5178,0.00000,0.00000,0.00000
0.5321,0.00000,0.00000,0.00000
0.5332,0.00000,0.00000,0.00000
0.5341,0.00000,0.00000,0.00000
0.5349,0.00000,0.00000,0.00000
0.5471,0.00000,0.00000,0.00000
0.5480,0.00000,0.00000,0.00000
0.5592,0.00000,0.00000,0.00000
0.5689,0.00000,0.00000,0.00000
0.5787,0.00000,0.00000,0.00000
0.5875,0.00000,0.00000,0.00000
0.5996,0.00000,0.00000,0.00000
0.6088,0.00000,0.00000,0.00000
0.6179,0.00000,0.00000,0.00000
0.6271,0.00000,0.00000,0.00000
0.6351,0.00000,0.00000,0.00000
0.6506,0.00000,0.00000,0.00000
0.6594,0.00000,0.00000,0.00000
0.6681,0.00000,0.00000,0.00000
0.6786,0.00000,0.00000,0.00000
0.6869,0.00000,0.00000,0.00000
0.6960,0.00000,0.00000,0.00000
0.7050,0.00000,0.00000,0.00000
0.7210,0.00000,0.00000,0.00000
0.7288,0.00000,0.00000,0.00000
0.7373,0.00000,0.00000,0.00000
0.7452,0.00000,0.00000,0.00000
0.7602,0.00000,0.00000,0.00000
0.7680,0.00000,0.00000,0.00000
0.7751,0.00000,0.00000,0.00000
0.7893,0.00000,0.00000,0.00000
0.7967,0.00000,0.00000,0.00000
0.8037,0.00000,0.00000,0.00000
0.8189,0.00000,0.00000,0.00000
0.8270,0.00000,0.00000,0.00000
0.8343,0.00000,0.00000,0.00000
0.8494,0.00000,0.00000,0.00000
0.8575,0.00000,0.00000,0.00000
0.8649,0.00000,0.00000,0.00000
0.8801,0.00000,0.00000,0.00000
0.8872,0.00000,0.00000,0.00000
