t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.0000,23.01043,0.00000,0.00000,0.00000,0.07960,-0.87212,-0.37634,0.30239,0.06494,0.00931,55.96123,0.97802,0.20852,0.00000,-0.00000
0.0019,23.02043,0.02105,0.13533,0.35632,0.08144,-0.87063,-0.37594,0.30665,0.06557,0.00539,55.96123,0.97802,0.20852,0.00000,-0.00000
0.1501,23.03043,0.04233,0.27117,0.71255,0.08327,-0.86913,-0.37554,0.31090,0.00859,-0.00249,55.96120,0.99997,0.00757,0.14447,0.01207
0.1509,23.04043,0.06384,0.40683,1.06817,0.08397,-0.87003,-0.37330,0.31089,28.63238,1.88722,1.80574,0.99997,0.00757,0.14447,0.01207
0.1516,23.05043,0.08560,0.54317,1.42395,0.08479,-0.87112,-0.37060,0.31084,34.62216,2.34840,1.80574,0.99997,0.00757,0.14447,0.01207
0.1523,23.06043,0.10757,0.68021,1.77975,0.08562,-0.87224,-0.36778,0.31080,35.86969,2.62447,1.80576,0.99997,0.00757,0.14447,0.01207
0.1530,23.07043,0.12976,0.81799,2.13562,0.08645,-0.87337,-0.36495,0.31075,36.04418,2.73496,1.80575,0.99997,0.00757,0.14447,0.01207
0.1536,23.08043,0.15210,0.95651,2.49148,0.08727,-0.87449,-0.36210,0.31070,36.15911,2.73533,1.80576,0.99997,0.00757,0.14447,0.01207
0.1543,23.09043,0.17462,1.09577,2.84732,0.08810,-0.87560,-0.35926,0.31065,36.12780,2.80363,1.80575,0.99997,0.00757,0.14447,0.01207
0.1549,23.10043,0.19723,1.23581,3.20309,0.08892,-0.87670,-0.35640,0.31060,36.22769,2.81354,1.80576,0.99997,0.00757,0.14447,0.01207
0.1557,23.11043,0.22000,1.37663,3.55884,0.08974,-0.87779,-0.35354,0.31054,36.13254,2.81452,1.80574,0.99997,0.00757,0.14447,0.01207
0.1565,23.12043,0.24283,1.51823,3.91449,0.09057,-0.87888,-0.35068,0.31048,36.20557,2.72656,1.80575,0.99997,0.00757,0.14447,0.01207
0.1574,23.13043,0.26577,1.66064,4.27005,0.09139,-0.87995,-0.34781,0.31041,36.18248,2.72281,1.80576,0.99997,0.00757,0.14447,0.01207
0.1582,23.14043,0.28875,1.80386,4.62549,0.09222,-0.88102,-0.34494,0.31035,36.23199,2.71596,1.80577,0.99997,0.00757,0.14447,0.01207
0.1587,23.15043,0.31180,1.94791,4.98077,0.09304,-0.88208,-0.34206,0.31028,36.22859,2.82502,1.80575,0.99997,0.00757,0.14447,0.01207
0.1592,23.16043,0.33481,2.09279,5.33587,0.09386,-0.88313,-0.33918,0.31020,36.28102,2.72903,1.80576,0.99997,0.00757,0.14447,0.01207
0.1597,23.17043,0.35785,2.23853,5.69076,0.09468,-0.88418,-0.33629,0.31012,36.23901,2.82935,1.80577,0.99997,0.00757,0.14447,0.01207
0.1603,23.18044,0.38086,2.38514,6.04547,0.09550,-0.88521,-0.33341,0.31004,36.21132,2.71186,1.80575,0.99997,0.00757,0.14447,0.01207
0.1608,23.19044,0.40387,2.53262,6.39996,0.09632,-0.88623,-0.33053,0.30996,36.13307,2.72352,1.80575,0.99997,0.00757,0.14447,0.01207
0.1612,23.20044,0.42679,2.68098,6.75421,0.09714,-0.88724,-0.32764,0.30987,36.14378,2.69254,1.80575,0.99997,0.00757,0.14447,0.01207
0.1616,23.21044,0.44964,2.83025,7.10818,0.09796,-0.88824,-0.32475,0.30978,36.14483,2.74574,1.80576,0.99997,0.00757,0.14447,0.01207
0.1620,23.22044,0.47238,2.98042,7.46188,0.09879,-0.88924,-0.32186,0.30968,36.17684,2.60680,1.80577,0.99997,0.00757,0.14447,0.01207
0.1625,23.23044,0.49505,3.13152,7.81524,0.09960,-0.89023,-0.31896,0.30959,36.24168,2.75162,1.80575,0.99997,0.00757,0.14447,0.01207
0.1630,23.24044,0.51754,3.28355,8.16830,0.10042,-0.89121,-0.31605,0.30949,36.29254,2.71082,1.80576,0.99997,0.00757,0.14447,0.01207
0.1634,23.25044,0.53994,3.43652,8.52102,0.10124,-0.89218,-0.31314,0.30938,36.22467,2.74242,1.80575,0.99997,0.00757,0.14447,0.01207
0.1641,23.26044,0.56213,3.59045,8.87338,0.10205,-0.89314,-0.31023,0.30928,36.22535,2.70265,1.80575,0.99997,0.00757,0.14447,0.01207
0.1655,23.27044,0.58416,3.74535,9.22534,0.10286,-0.89409,-0.30731,0.30917,36.17366,2.76433,1.80575,0.99997,0.00757,0.14447,0.01207
0.1667,23.28044,0.60598,3.90125,9.57693,0.10367,-0.89503,-0.30440,0.30906,36.14848,2.70512,1.80576,0.99997,0.00757,0.14447,0.01207
0.1679,23.29044,0.62762,4.05812,9.92810,0.10448,-0.89596,-0.30148,0.30894,36.17242,2.84448,1.80576,0.99997,0.00757,0.14447,0.01207
0.1695,23.30044,0.64901,4.21600,10.27884,0.10528,-0.89689,-0.29856,0.30883,36.23412,2.81961,1.80577,0.99997,0.00757,0.14447,0.01207
0.1707,23.31044,0.67013,4.37489,10.62912,0.10609,-0.89780,-0.29563,0.30870,36.22637,2.66247,1.80575,0.99997,0.00757,0.14447,0.01207
0.1718,23.32044,0.69101,4.53481,10.97897,0.10690,-0.89871,-0.29271,0.30858,36.14928,2.66195,1.80575,0.99997,0.00757,0.14447,0.01207
0.1728,23.33044,0.71158,4.69577,11.32831,0.10772,-0.89960,-0.28977,0.30845,36.27277,2.67698,1.80575,0.99997,0.00757,0.14447,0.01207
0.1737,23.34044,0.73187,4.85777,11.67715,0.10852,-0.90049,-0.28684,0.30832,36.15154,2.78681,1.80575,0.99997,0.00757,0.14447,0.01207
0.1747,23.35044,0.75183,5.02083,12.02551,0.10933,-0.90137,-0.28391,0.30818,36.17546,2.61673,1.80577,0.99997,0.00757,0.14447,0.01207
0.2313,23.36044,0.77148,5.18500,12.37338,0.11013,-0.90224,-0.28097,0.30805,36.20890,2.78247,1.80576,0.99853,-0.05418,0.14783,0.01268
0.2322,23.37044,0.79077,5.35008,12.72064,0.11057,-0.90352,-0.27811,0.30671,36.92186,2.84914,-13.26912,0.99853,-0.05418,0.14783,0.01268
0.2329,23.38044,0.80972,5.51630,13.06738,0.11101,-0.90480,-0.27524,0.30538,37.09635,2.89563,-13.26912,0.99853,-0.05418,0.14783,0.01268
0.2336,23.39044,0.82827,5.68365,13.41363,0.11145,-0.90607,-0.27235,0.30404,37.11189,2.89011,-13.26911,0.99853,-0.05418,0.14783,0.01268
0.2343,23.40044,0.84643,5.85215,13.75934,0.11190,-0.90733,-0.26947,0.30269,37.15604,2.86350,-13.26912,0.99853,-0.05418,0.14783,0.01268
0.2351,23.41044,0.86419,6.02180,14.10449,0.11234,-0.90857,-0.26659,0.30135,37.06436,2.82052,-13.26912,0.99853,-0.05418,0.14783,0.01268
0.2362,23.42044,0.88150,6.19261,14.44906,0.11279,-0.90981,-0.26370,0.29999,37.13570,2.76629,-13.26911,0.99853,-0.05418,0.14783,0.01268
0.2370,23.43044,0.89840,6.36459,14.79306,0.11322,-0.91103,-0.26080,0.29864,37.14920,2.93929,-13.26912,0.99853,-0.05418,0.14783,0.01268
0.2460,23.44044,0.91482,6.53776,15.13641,0.11366,-0.91225,-0.25790,0.29728,37.19122,2.90440,-13.26911,0.99816,-0.06068,0.14783,0.01268
0.2469,23.45044,0.93078,6.71209,15.47915,0.11405,-0.91349,-0.25502,0.29579,37.07380,2.90065,-14.91557,0.99816,-0.06068,0.14783,0.01268
0.2619,23.46044,0.94623,6.88762,15.82126,0.11445,-0.91473,-0.25213,0.29429,37.14565,2.80050,-14.91558,0.99816,-0.06068,0.14783,0.01268
0.2716,23.47044,0.96121,7.06435,16.16272,0.11485,-0.91595,-0.24924,0.29279,37.11745,2.85505,-14.91558,0.99802,-0.06293,0.14783,0.01268
0.2783,23.48044,0.97564,7.24230,16.50348,0.11524,-0.91718,-0.24635,0.29124,37.18518,2.81479,-15.48728,0.99796,-0.06384,0.14783,0.01268
0.2857,23.49044,0.98956,7.42146,16.84353,0.11561,-0.91840,-0.24346,0.28967,37.17752,2.90458,-15.71943,0.99796,-0.06384,0.14783,0.01268
0.2997,23.50044,1.00296,7.60186,17.18289,0.11598,-0.91961,-0.24056,0.28810,37.16111,2.98424,-15.71941,0.99796,-0.06384,0.14783,0.01268
0.3066,23.51044,1.01574,7.78349,17.52151,0.11635,-0.92081,-0.23766,0.28652,37.21557,2.87008,-15.71942,0.99781,-0.06608,0.14783,0.01268
0.3265,23.52044,1.02798,7.96637,17.85940,0.11671,-0.92201,-0.23477,0.28489,37.13403,2.93993,-16.29285,0.99781,-0.06608,0.14783,0.01268
0.3272,23.53044,1.03964,8.15049,18.19653,0.11705,-0.92320,-0.23187,0.28326,37.11593,3.01995,-16.29286,0.99781,-0.06608,0.14783,0.01268
0.3401,23.54044,1.05069,8.33588,18.53286,0.11740,-0.92438,-0.22897,0.28162,37.19492,2.93679,-16.29287,0.99781,-0.06608,0.14783,0.01268
0.3540,23.55044,1.06112,8.52255,18.86841,0.11776,-0.92555,-0.22607,0.27999,37.12089,2.88943,-16.29285,0.99781,-0.06608,0.14845,0.01566
0.3680,23.56044,1.07095,8.71048,19.20312,0.11806,-0.92671,-0.22314,0.27835,37.22618,3.44950,-16.29286,0.99781,-0.06608,0.14896,0.01778
0.3685,23.57044,1.08011,8.89970,19.53702,0.11835,-0.92787,-0.22019,0.27672,37.41946,3.76433,-16.29284,0.99781,-0.06608,0.14896,0.01778
0.3749,23.58044,1.08862,9.09023,19.87005,0.11862,-0.92901,-0.21724,0.27509,37.35960,3.90766,-16.29285,0.99781,-0.06608,0.14916,0.01858
0.3864,23.59044,1.09646,9.28204,20.20227,0.11888,-0.93015,-0.21428,0.27346,37.38102,4.06393,-16.29286,0.99776,-0.06684,0.14933,0.01921
0.4003,23.60044,1.10363,9.47515,20.53357,0.11912,-0.93128,-0.21130,0.27181,37.48817,4.26975,-16.48686,0.99776,-0.06684,0.14958,0.02013
0.4072,23.61045,1.11014,9.66959,20.86398,0.11934,-0.93240,-0.20831,0.27016,37.57197,4.48866,-16.48685,0.99776,-0.06684,0.14958,0.02013
0.4210,23.62045,1.11593,9.86534,21.19345,0.11955,-0.93352,-0.20531,0.26851,37.64423,4.59832,-16.48686,0.99776,-0.06684,0.14975,0.02072
0.4281,23.63045,1.12103,10.06242,21.52200,0.11977,-0.93462,-0.20231,0.26685,37.64147,4.55770,-16.48687,0.99776,-0.06684,0.14975,0.02072
0.4353,23.64045,1.12539,10.26083,21.84958,0.11997,-0.93571,-0.19929,0.26519,37.72452,4.67768,-16.48687,0.99776,-0.06684,0.14975,0.02072
0.4489,23.65045,1.12903,10.46059,22.17621,0.12018,-0.93679,-0.19629,0.26353,37.63898,4.57686,-16.48688,0.99745,-0.07138,0.14975,0.02072
0.4559,23.66045,1.13189,10.66168,22.50180,0.12037,-0.93789,-0.19328,0.26177,37.71070,4.61122,-17.65378,0.99705,-0.07674,0.14996,0.02142
0.4697,23.67045,1.13406,10.86411,22.82641,0.12051,-0.93900,-0.19029,0.25990,37.59317,4.84196,-19.03710,0.99523,-0.09753,0.14996,0.02142
0.4767,23.68045,1.13550,11.06779,23.14996,0.12056,-0.94022,-0.18735,0.25757,37.69751,4.88585,-24.48604,0.99386,-0.11065,0.14996,0.02142
0.4909,23.69045,1.13617,11.27280,23.47241,0.12054,-0.94152,-0.18443,0.25496,37.75345,4.92738,-27.99353,0.99120,-0.13234,0.14996,0.02142
0.4978,23.70045,1.13604,11.47908,23.79379,0.12044,-0.94292,-0.18158,0.25185,37.71801,4.79176,-33.91348,0.99120,-0.13234,0.14996,0.02142
0.5049,23.71045,1.13519,11.68670,24.11407,0.12033,-0.94430,-0.17873,0.24874,37.65302,4.94032,-33.91347,0.99012,-0.14024,0.14996,0.02142
0.5192,23.72045,1.13354,11.89564,24.43322,0.12018,-0.94572,-0.17590,0.24544,37.68082,4.89811,-36.10503,0.98836,-0.15214,0.14996,0.02142
0.5259,23.73045,1.13107,12.10588,24.75119,0.11998,-0.94718,-0.17308,0.24186,37.78670,4.83034,-39.45042,0.98767,-0.15653,0.14996,0.02142
0.5400,23.74045,1.12784,12.31744,25.06802,0.11976,-0.94865,-0.17030,0.23817,37.64916,4.82688,-40.69475,0.98671,-0.16249,0.14996,0.02142
0.5470,23.75045,1.12378,12.53030,25.38366,0.11952,-0.95013,-0.16752,0.23434,37.68961,4.75360,-42.39638,0.98636,-0.16463,0.14996,0.02142
0.5608,23.76045,1.11892,12.74447,25.69809,0.11926,-0.95159,-0.16474,0.23044,37.64931,4.80831,-43.01008,0.98604,-0.16650,0.14996,0.02142
0.5678,23.77045,1.11328,12.95994,26.01129,0.11898,-0.95305,-0.16198,0.22650,37.59396,4.85941,-43.54887,0.98581,-0.16785,0.14996,0.02142
0.5748,23.78045,1.10681,13.17673,26.32324,0.11871,-0.95449,-0.15920,0.22252,37.70839,4.78406,-43.93657,0.98581,-0.16785,0.14996,0.02142
0.5886,23.79045,1.09952,13.39483,26.63394,0.11842,-0.95590,-0.15642,0.21854,37.69025,4.84357,-43.93657,0.98530,-0.17086,0.14996,0.02142
0.5956,23.80045,1.09140,13.61426,26.94336,0.11812,-0.95731,-0.15364,0.21447,37.69135,4.87088,-44.80593,0.98530,-0.17086,0.14996,0.02142
0.6095,23.81045,1.08243,13.83501,27.25149,0.11781,-0.95869,-0.15087,0.21041,37.61411,4.94188,-44.80594,0.98530,-0.17086,0.14996,0.02142
0.6167,23.82045,1.07263,14.05708,27.55832,0.11750,-0.96005,-0.14809,0.20633,37.63295,4.98433,-44.80593,0.98530,-0.17086,0.14996,0.02142
0.6305,23.83045,1.06198,14.28050,27.86380,0.11717,-0.96138,-0.14530,0.20226,37.64675,5.01464,-44.80594,0.98493,-0.17296,0.14996,0.02142
0.6373,23.84045,1.05050,14.50526,28.16797,0.11684,-0.96270,-0.14252,0.19812,37.63283,4.95801,-45.41472,0.98493,-0.17296,0.14996,0.02142
0.6512,23.85045,1.03817,14.73136,28.47073,0.11651,-0.96399,-0.13973,0.19398,37.69004,4.96303,-45.41474,0.98493,-0.17296,0.14996,0.02142
0.6581,23.86045,1.02499,14.95880,28.77212,0.11617,-0.96525,-0.13693,0.18984,37.68895,5.01581,-45.41472,0.98493,-0.17296,0.15014,0.02202
