t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.0000,3.64000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0076,3.65000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0148,3.66000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0290,3.67000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0368,3.68000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0470,3.69000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0552,3.70000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0704,3.71000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0785,3.72000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0863,3.73000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0949,3.74000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1104,3.75000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1176,3.76000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1255,3.77000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1398,3.78000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1469,3.79000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
