t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.0000,5.93004,0.00000,0.00000,0.00000,0.00000,0.56900,0.00000,-0.82234,-0.00216,0.00178,-0.00004,-1.00000,0.00000,0.00000,-0.00000
0.0083,5.94004,0.00000,0.00000,0.00000,-0.00001,0.56900,-0.00000,-0.82234,0.02236,0.00022,-0.00001,-1.00000,0.00000,0.00000,-0.00000
0.0170,5.95004,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,-0.00979,-0.00822,0.00077,-1.00000,0.00000,0.00000,-0.00000
0.0257,5.96004,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00001,-0.82234,-0.00705,-0.00415,0.00047,-1.00000,0.00000,0.00000,-0.00000
0.0342,5.97004,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,0.00316,0.00936,-0.00062,-1.00000,0.00000,0.00000,-0.00000
0.0427,5.98004,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,-0.00684,-0.00387,0.00045,-1.00000,0.00000,0.00000,-0.00000
0.0610,5.99004,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,0.00420,0.01010,-0.00057,-1.00000,0.00000,0.00000,-0.00000
0.0705,6.00004,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00331,0.00567,-0.00036,-1.00000,0.00000,0.00000,-0.00000
0.0836,6.01004,0.00000,0.00000,0.00000,0.00000,0.56900,0.00000,-0.82234,-0.00522,-0.00061,0.00037,-1.00000,0.00000,0.00000,-0.00000
0.0844,6.02004,0.00000,0.00000,0.00000,-0.00001,0.56900,-0.00000,-0.82234,0.02326,-0.00013,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0972,6.03004,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,-0.01191,0.00227,0.00051,-1.00000,0.00000,0.00000,-0.00000
0.1094,6.04004,0.00000,0.00000,0.00000,0.00000,0.56900,-0.00000,-0.82234,-0.00575,-0.00073,0.00042,-1.00000,0.00000,0.00000,-0.00000
0.1247,6.05004,0.00000,0.00000,0.00000,-0.00001,0.56900,-0.00000,-0.82234,0.02091,-0.00025,0.00003,-1.00000,0.00000,0.00000,-0.00000
0.1254,6.06004,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,-0.01234,0.00232,0.00053,-1.00000,0.00000,0.00000,-0.00000
0.1337,6.07004,0.00000,0.00000,0.00000,0.00000,0.56900,-0.00000,-0.82234,-0.00568,-0.00136,0.00044,-1.00000,0.00000,0.00000,-0.00000
0.1424,6.08004,0.00000,0.00000,0.00000,0.00000,0.56900,0.00000,-0.82234,-0.00632,0.00023,0.00037,-1.00000,0.00000,0.00000,-0.00000
0.1585,6.09004,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.02490,-0.00026,-0.00001,-1.00000,0.00000,0.00000,-0.00000
0.1670,6.10004,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,-0.00734,-0.00468,0.00067,-1.00000,0.00000,0.00000,-0.00000
0.1764,6.11004,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,-0.00654,-0.00581,0.00054,-1.00000,0.00000,0.00000,-0.00000
0.1846,6.12005,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,0.00351,0.00873,-0.00056,-1.00000,0.00000,0.00000,-0.00000
0.1928,6.13005,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,-0.00679,-0.00515,0.00048,-1.00000,0.00000,0.00000,-0.00000
0.2104,6.14005,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,0.00395,0.00949,-0.00053,-1.00000,0.00000,0.00000,-0.00000
0.2202,6.15005,0.00000,0.00000,0.00000,0.00000,0.56900,-0.00000,-0.82234,0.00099,0.00504,-0.00044,-1.00000,0.00000,0.00000,-0.00000
0.2298,6.16005,0.00000,0.00000,0.00000,0.00000,0.56900,0.00000,-0.82234,-0.00409,-0.00135,0.00037,-1.00000,0.00000,0.00000,-0.00000
0.2386,6.17005,0.00000,0.00000,0.00000,-0.00001,0.56900,-0.00000,-0.82234,0.02226,0.00009,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.2475,6.18005,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,-0.01198,0.00225,0.00052,-1.00000,0.00000,0.00000,-0.00000
0.2559,6.19005,0.00000,0.00000,0.00000,0.00000,0.56900,-0.00000,-0.82234,-0.00550,-0.00103,0.00043,-1.00000,0.00000,0.00000,-0.00000
0.2642,6.20005,0.00000,0.00000,0.00000,-0.00000,0.56900,0.00000,-0.82234,-0.00247,-0.00244,0.00035,-1.00000,0.00000,0.00000,-0.00000
0.2800,6.21005,0.00000,0.00000,0.00000,0.00000,0.56900,-0.00000,-0.82234,0.00112,0.00505,-0.00045,-1.00000,0.00000,0.00000,-0.00000
0.2886,6.22005,0.00000,0.00000,0.00000,0.00000,0.56900,0.00000,-0.82234,-0.00468,-0.00053,0.00035,-1.00000,0.00000,0.00000,-0.00000
0.2989,6.23005,0.00000,0.00000,0.00000,-0.00001,0.56900,-0.00000,-0.82234,0.02233,0.00021,-0.00001,-1.00000,0.00000,0.00000,-0.00000
