t_wall,x,y,z
0.0073,0.00000,0.00000,0.00000
0.0152,0.00000,0.00000,-0.00001
0.0230,0.00000,0.00000,0.00000
0.0388,0.00000,0.00000,0.00000
0.0466,0.00000,0.00000,-0.00001
0.0544,0.00000,0.00000,0.00000
0.0623,0.00000,0.00000,0.00000
0.0780,0.00000,0.00000,-0.00001
0.0859,0.00000,0.00000,0.00000
0.0942,0.00000,0.00000,0.00000
0.1017,0.00000,0.00000,0.00000
0.1173,0.00000,0.00000,-0.00001
0.1251,0.00000,0.00000,0.00000
0.1331,0.00000,0.00000,-0.00001
0.1486,0.00000,0.00000,0.00000
0.1564,0.00000,0.00000,0.00000
0.1643,0.00000,0.00000,0.00000
0.1723,0.00000,0.00000,-0.00001
0.1880,0.00000,0.00000,0.00000
0.1959,0.00000,0.00000,0.00000
0.2036,0.00000,0.00000,0.00000
0.2116,0.00000,0.00000,-0.00001
0.2274,0.00000,0.00000,0.00000
0.2352,0.00000,0.00000,0.00000
0.2433,0.00000,0.00000,0.00000
0.2509,0.00000,0.00000,0.00000
0.2666,0.00000,0.00000,0.00000
0.2747,0.00000,0.00000,0.00000
0.2825,0.00000,0.00000,-0.00001
0.2984,0.00000,0.00000,-0.00001
0.3054,0.00000,0.00000,0.00000
0.3121,0.00000,0.00000,-0.00001
0.3256,0.00000,0.00000,0.00000
0.3321,0.00000,0.00000,-0.00001
0.3461,0.00000,0.00000,0.00000
0.3532,0.00000,0.00000,0.00000
0.3674,0.00000,0.00000,-0.00001
0.3747,0.00000,0.00000,0.00000
0.3818,0.00000,0.00000,-0.00001
0.3963,0.00000,0.00000,-0.00001
0.4035,0.00000,0.00000,0.00000
0.4180,0.00000,0.00000,-0.00001
0.4252,0.00000,0.00000,-0.00001
0.4325,0.00000,0.00000,0.00000
0.4473,0.00000,0.00000,-0.00001
0.4543,0.00000,0.00000,0.00000
0.4616,0.00000,0.00000,-0.00001
0.4761,0.00000,0.00000,0.00000
0.4832,0.00000,0.00000,0.00000
0.4977,0.00000,0.00000,-0.00001
0.5048,0.00000,0.00000,0.00000
0.5121,0.00000,0.00000,-0.00001
0.5267,0.00000,0.00000,-0.00001
0.5341,0.00000,0.00000,0.00000
0.5413,0.00000,0.00000,-0.00001
0.5557,0.00000,0.00000,0.00000
0.5631,0.00000,0.00000,0.00000
0.5776,0.00000,0.00000,-0.00001
0.5846,0.00000,0.00000,0.00000
0.5919,0.00000,0.00000,-0.00001
0.6064,0.00000,0.00000,0.00000
0.6136,0.00000,0.00000,0.00000
0.6282,0.00000,0.00000,0.00000
0.6353,0.00000,0.00000,-0.00001
0.6426,0.00000,0.00000,0.00000
0.6571,0.00000,0.00000,-0.00001
0.6643,0.00000,0.00000,0.00000
0.6715,0.00000,0.00000,0.00000
0.6861,0.00000,0.00000,0.00000
0.6932,0.00000,0.00000,-0.00001
0.7076,0.00000,0.00000,0.00000
0.7150,0.00000,0.00000,0.00000
0.7222,0.00000,0.00000,0.00000
0.7367,0.00000,0.00000,-0.00001
0.7439,0.00000,0.00000,0.00000
0.7512,0.00000,0.00000,0.00000
0.7653,0.00000,0.00000,0.00000
0.7725,0.00000,0.00000,0.00000
0.7869,0.00000,0.00000,0.00000
0.7940,0.00000,0.00000,0.00000
0.8015,0.00000,0.00000,-0.00001
0.8153,0.00000,0.00000,-0.00001
0.8223,0.00000,0.00000,0.00000
0.8366,0.00000,0.00000,-0.00001
0.8438,0.00000,0.00000,0.00000
0.8509,0.00000,0.00000,-0.00001
0.8651,0.00000,0.00000,0.00000
0.8722,0.00000,0.00000,0.00000
0.8862,0.00000,0.00000,-0.00001
0.8933,0.00000,0.00000,0.00000
0.9077,0.00000,0.00000,-0.00001
0.9145,0.00000,0.00000,-0.00001
0.9216,0.00000,0.00000,0.00000
0.9356,0.00000,0.00000,-0.00001
0.9427,0.00000,0.00000,-0.00001
0.9566,0.00000,0.00000,0.00000
0.9637,0.00000,0.00000,-0.00001
0.9779,0.00000,0.00000,0.00000
0.9850,0.00000,0.00000,-0.00001
0.9919,0.00000,0.00000,0.00000
1.0061,0.00000,0.00000,0.00000
1.0131,0.00000,0.00000,-0.00001
1.0273,0.00000,0.00000,0.00000
1.0343,0.00000,0.00000,-0.00001
1.0412,0.00000,0.00000,-0.00001
1.0554,0.00000,0.00000,0.00000
1.0624,0.00000,0.00000,-0.00001
