t_wall,x,y,z
0.0031,0.00000,0.00000,0.00000
0.0169,0.00000,-0.00000,0.00000
0.0238,0.00000,-0.00000,0.00000
0.0308,0.00000,-0.00000,0.00000
0.0447,0.00000,-0.00000,0.00000
0.0517,0.00000,-0.00000,0.00000
0.0655,0.00000,-0.00000,0.00000
0.0725,0.00000,-0.00000,0.00000
0.0868,0.00000,-0.00000,0.00000
0.0937,0.00000,-0.00000,0.00000
0.1006,0.00000,-0.00000,0.00000
0.1145,0.00000,-0.00000,0.00000
0.1215,0.00000,-0.00000,0.00000
0.1354,0.00000,-0.00000,0.00000
0.1423,0.00000,-0.00000,0.00000
0.1562,0.00000,-0.00000,0.00000
0.1632,0.00000,-0.00000,0.00000
0.1771,0.00000,0.00000,0.00000
0.1840,0.00000,-0.00000,0.00000
0.1909,0.00000,-0.00000,0.00000
0.2048,0.00000,-0.00000,0.00000
0.2118,0.00000,-0.00000,0.00000
0.2257,0.00000,-0.00000,0.00000
0.2327,0.00000,-0.00000,0.00000
0.2466,0.00000,-0.00000,0.00000
0.2535,0.00000,-0.00000,0.00000
0.2605,0.00000,-0.00000,0.00000
0.2744,0.00000,-0.00000,0.00000
0.2813,0.00000,-0.00000,0.00000
0.2977,0.00000,-0.00000,0.00000
0.3069,0.00000,-0.00000,0.00000
0.3141,0.00000,-0.00000,0.00000
0.3219,0.00000,-0.00000,0.00000
0.3371,0.00000,-0.00000,0.00000
0.3461,0.00000,-0.00000,0.00000
0.3539,0.00000,0.00000,0.00000
0.3639,0.00000,-0.00000,0.00000
0.3718,0.00000,-0.00000,0.00000
0.3882,0.00000,-0.00000,0.00000
0.3978,0.00000,-0.00000,0.00000
0.4069,0.00000,-0.00000,0.00000
0.4146,0.00000,-0.00000,0.00000
0.4229,0.00000,-0.00000,0.00000
0.4307,0.00000,-0.00000,0.00000
0.4453,0.00000,-0.00000,0.00000
0.4530,0.00000,-0.00000,0.00000
0.4608,0.00000,-0.00000,0.00000
0.4784,0.00000,-0.00000,0.00000
0.4861,0.00000,-0.00000,0.00000
0.4934,0.00000,-0.00000,0.00000
0.5077,0.00000,-0.00000,0.00000
0.5159,0.00000,-0.00000,0.00000
0.5251,0.00000,0.00000,0.00000
0.5323,0.00000,-0.00000,0.00000
0.5467,0.00000,-0.00000,0.00000
0.5547,0.00000,-0.00000,0.00000
0.5631,0.00000,-0.00000,0.00000
0.5714,0.00000,-0.00000,0.00000
0.5856,0.00000,-0.00000,0.00000
0.5935,0.00000,-0.00000,0.00000
0.6071,0.00000,-0.00000,0.00000
0.6142,0.00000,-0.00000,0.00000
0.6209,0.00000,-0.00000,0.00000
0.6348,0.00000,-0.00000,0.00000
0.6417,0.00000,-0.00000,0.00000
0.6556,0.00000,-0.00000,0.00000
0.6626,0.00000,-0.00000,0.00000
0.6772,0.00000,-0.00000,0.00000
0.6840,0.00000,-0.00000,0.00000
0.6923,0.00000,-0.00000,0.00000
0.7066,0.00000,0.00000,0.00000
0.7152,0.00000,-0.00000,0.00000
0.7226,0.00000,-0.00000,0.00000
0.7370,0.00000,-0.00000,0.00000
0.7446,0.00000,-0.00000,0.00000
0.7525,0.00000,-0.00000,0.00000
0.7680,0.00000,-0.00000,0.00000
0.7756,0.00000,-0.00000,0.00000
0.7831,0.00000,-0.00000,0.00000
0.8007,0.00000,-0.00000,0.00000
0.8012,0.00000,-0.00000,0.00000
0.8142,0.00000,-0.00000,0.00000
0.8211,0.00000,-0.00000,0.00000
0.8349,0.00000,-0.00000,0.00000
0.8418,0.00000,-0.00000,0.00000
0.8559,0.00000,-0.00000,0.00000
0.8626,0.00000,-0.00000,0.00000
0.8766,0.00000,0.00000,0.00000
0.8835,0.00000,-0.00000,0.00000
0.8904,0.00000,-0.00000,0.00000
0.9044,0.00000,-0.00000,0.00000
0.9113,0.00000,-0.00000,0.00000
0.9252,0.00000,-0.00000,0.00000
0.9322,0.00000,-0.00000,0.00000
0.9461,0.00000,-0.00000,0.00000
0.9530,0.00000,-0.00000,0.00000
0.9670,0.00000,-0.00000,0.00000
0.9740,0.00000,-0.00000,0.00000
0.9814,0.00000,-0.00000,0.00000
0.9956,0.00000,-0.00000,0.00000
1.0026,0.00000,-0.00000,0.00000
1.0165,0.00000,-0.00000,0.00000
1.0234,0.00000,-0.00000,0.00000
1.0304,0.00000,-0.00000,0.00000
1.0443,0.00000,-0.00000,0.00000
1.0512,0.00000,0.00000,0.00000
1.0651,0.00000,-0.00000,0.00000
1.0720,0.00000,-0.00000,0.00000
1.0859,0.00000,-0.00000,0.00000
1.0929,0.00000,-0.00000,0.00000
1.1068,0.00000,-0.00000,0.00000
1.1137,0.00000,-0.00000,0.00000
1.1206,0.00000,-0.00000,0.00000
1.1345,0.00000,-0.00000,0.00000
1.1415,0.00000,-0.00000,0.00000
1.1554,0.00000,-0.00000,0.00000
1.1623,0.00000,-0.00000,0.00000
1.1762,0.00000,-0.00000,0.00000
1.1832,0.00000,-0.00000,0.00000
1.1970,0.00000,-0.00000,0.00000
1.2040,0.00000,-0.00000,0.00000
1.2109,0.00000,-0.00000,0.00000
1.2248,0.00000,0.00000,0.00000
1.2317,0.00000,-0.00000,0.00000
1.2456,0.00000,-0.00000,0.00000
1.2526,0.00000,-0.00000,0.00000
1.2665,0.00000,-0.00000,0.00000
1.2734,0.00000,-0.00000,0.00000
1.2804,0.00000,-0.00000,0.00000
1.2943,0.00000,-0.00000,0.00000
1.3012,0.00000,-0.00000,0.00000
1.3154,0.00000,-0.00000,0.00000
1.3223,0.00000,-0.00000,0.00000
1.3363,0.00000,-0.00000,0.00000
1.3432,0.00000,-0.00000,0.00000
1.3571,0.00000,-0.00000,0.00000
1.3646,0.00000,-0.00000,0.00000
1.3713,0.00000,-0.00000,0.00000
1.3852,0.00000,-0.00000,0.00000
1.3921,0.00000,0.00000,0.00000
1.4060,0.00000,-0.00000,0.00000
1.4184,0.00000,-0.00000,0.00000
1.4381,0.00000,-0.00000,0.00000
1.4451,0.00000,-0.00000,0.00000
1.4457,0.00000,-0.00000,0.00000
1.4546,0.00000,-0.00000,0.00000
1.4640,0.00000,-0.00000,0.00000
1.4724,0.00000,-0.00000,0.00000
1.4835,0.00000,-0.00000,0.00000
1.4909,0.00000,-0.00000,0.00000
1.5042,0.00000,-0.00000,0.00000
1.5111,0.00000,-0.00000,0.00000
1.5252,0.00000,-0.00000,0.00000
1.5326,0.00000,-0.00000,0.00000
1.5468,0.00000,-0.00000,0.00000
1.5547,0.00000,-0.00000,0.00000
1.5614,0.00000,-0.00000,0.00000
1.5754,0.00000,0.00000,0.00000
1.5823,0.00000,-0.00000,0.00000
1.5964,0.00000,-0.00000,0.00000
1.6040,0.00000,-0.00000,0.00000
1.6152,0.00000,-0.00000,0.00000
1.6278,0.00000,-0.00000,0.00000
1.6346,0.00000,-0.00000,0.00000
1.6417,0.00000,-0.00000,0.00000
1.6561,0.00000,-0.00000,0.00000
1.6630,0.00000,-0.00000,0.00000
1.6710,0.00000,-0.00000,0.00000
1.6837,0.00000,-0.00000,0.00000
1.6936,0.00000,-0.00000,0.00000
1.7022,0.00000,-0.00000,0.00000
1.7175,0.00000,-0.00000,0.00000
1.7258,0.00000,-0.00000,0.00000
1.7341,0.00000,-0.00000,0.00000
