t_wall,x,y,z
0.0054,0.00000,0.00000,0.00000
0.0163,0.00000,0.00000,0.00000
0.0273,0.00000,0.00000,0.00000
0.0375,0.00000,0.00000,0.00000
0.0475,0.00000,0.00000,0.00000
0.0574,0.00000,0.00000,0.00000
0.0676,0.00000,0.00000,0.00000
0.0788,0.00000,0.00000,0.00000
0.0898,0.00000,0.00000,0.00000
0.1005,0.00000,0.00000,0.00000
0.1010,0.00000,0.00000,0.00000
0.1115,0.00000,0.00000,0.00000
0.1224,0.00000,0.00000,0.00000
0.1332,0.00000,0.00000,0.00000
0.1441,0.00000,0.00000,0.00000
0.1549,0.00000,0.00000,0.00000
0.1658,0.00000,0.00000,0.00000
0.1766,0.00000,0.00000,0.00000
0.1886,0.00000,0.00000,0.00000
0.1992,0.00000,0.00000,0.00000
0.2103,0.00000,0.00000,0.00000
0.2107,0.00000,0.00000,0.00000
0.2214,0.00000,0.00000,0.00000
0.2320,0.00000,0.00000,0.00000
0.2428,0.00000,0.00000,0.00000
0.2532,0.00000,0.00000,0.00000
0.2641,0.00000,0.00000,0.00000
0.2755,0.00000,0.00000,0.00000
0.2860,0.00000,0.00000,0.00000
0.2998,0.00000,0.00000,0.00000
0.3161,0.00000,0.00000,0.00000
0.3166,0.00000,0.00000,0.00000
0.3289,0.00000,0.00000,0.00000
0.3431,0.00000,0.00000,0.00000
0.3438,0.00000,0.00000,0.00000
0.3565,0.00000,0.00000,0.00000
0.3685,0.00000,0.00000,0.00000
0.4464,0.00000,0.00000,0.00000
0.4468,0.00000,0.00000,0.00000
0.4595,0.00000,0.00000,0.00000
0.4603,0.00000,0.00000,0.00000
0.4608,0.00000,0.00000,0.00000
0.4613,0.00000,0.00000,0.00000
0.4617,0.00000,0.00000,0.00000
0.4623,0.00000,0.00000,0.00000
0.4628,0.00000,0.00000,0.00000
0.4751,0.00000,0.00000,0.00000
0.4757,0.00000,0.00000,0.00000
0.4889,0.00000,0.00000,0.00000
0.5037,0.00000,0.00000,0.00000
0.5043,0.00000,0.00000,0.00000
0.5193,0.00000,0.00000,0.00000
0.5305,0.00000,0.00000,0.00000
0.5310,0.00000,0.00000,0.00000
0.5419,0.00000,0.00000,0.00000
0.5527,0.00000,0.00000,0.00000
0.5632,0.00000,0.00000,0.00000
0.5741,0.00000,0.00000,0.00000
0.5842,0.00000,0.00000,0.00000
0.5942,0.00000,0.00000,0.00000
0.6045,0.00000,0.00000,0.00000
0.6148,0.00000,0.00000,0.00000
0.6286,0.00000,0.00000,0.00000
0.6431,0.00000,0.00000,0.00000
0.6438,0.00000,0.00000,0.00000
0.6575,0.00000,0.00000,0.00000
0.6705,0.00000,0.00000,0.00000
0.6713,0.00000,0.00000,0.00000
0.6834,0.00000,0.00000,0.00000
0.6947,0.00000,0.00000,0.00000
0.7055,0.00000,0.00000,0.00000
0.7163,0.00000,0.00000,0.00000
0.7273,0.00000,0.00000,0.00000
0.7379,0.00000,0.00000,0.00000
0.7485,0.00000,0.00000,0.00000
0.7594,0.00000,0.00000,0.00000
0.7713,0.00000,0.00000,0.00000
0.7718,0.00000,0.00000,0.00000
0.7832,0.00000,0.00000,0.00000
0.7946,0.00000,0.00000,0.00000
0.8054,0.00000,0.00000,0.00000
0.8166,0.00000,0.00000,0.00000
0.8275,0.00000,0.00000,0.00000
0.8377,0.00000,0.00000,0.00000
0.8481,0.00000,0.00000,0.00000
0.8578,0.00000,0.00000,0.00000
0.8687,0.00000,0.00000,0.00000
0.8822,0.00000,0.00000,0.00000
0.8827,0.00000,0.00000,0.00000
0.8942,0.00000,0.00000,0.00000
0.9067,0.00000,0.00000,0.00000
0.9193,0.00000,0.00000,0.00000
0.9309,0.00000,0.00000,0.00000
0.9315,0.00000,0.00000,0.00000
0.9654,0.00000,0.00000,0.00000
1.0093,0.00000,0.00000,0.00000
1.0110,0.00000,0.00000,0.00000
1.0149,0.00000,0.00000,0.00000
1.0160,0.00000,0.00000,0.00000
1.0171,0.00000,0.00000,0.00000
1.0181,0.00000,0.00000,0.00000
1.0688,0.00000,0.00000,0.00000
1.1794,0.00000,0.00000,0.00000
1.1808,0.00000,0.00000,0.00000
1.3039,0.00000,0.00000,0.00000
1.3062,0.00000,0.00000,0.00000
1.3073,0.00000,0.00000,0.00000
1.3292,0.00000,0.00000,0.00000
1.3301,0.00000,0.00000,0.00000
1.3310,0.00000,0.00000,0.00000
1.3329,0.00000,0.00000,0.00000
1.3336,0.00000,0.00000,0.00000
1.3345,0.00000,0.00000,0.00000
1.3352,0.00000,0.00000,0.00000
1.3373,0.00000,0.00000,0.00000
1.3382,0.00000,0.00000,0.00000
1.3390,0.00000,0.00000,0.00000
1.3396,0.00000,0.00000,0.00000
1.3403,0.00000,0.00000,0.00000
1.3411,0.00000,0.00000,0.00000
1.3418,0.00000,0.00000,0.00000
1.3424,0.00000,0.00000,0.00000
1.3430,0.00000,0.00000,0.00000
1.3437,0.00000,0.00000,0.00000
1.3443,0.00000,0.00000,0.00000
1.3449,0.00000,0.00000,0.00000
1.3455,0.00000,0.00000,0.00000
1.3460,0.00000,0.00000,0.00000
1.3466,0.00000,0.00000,0.00000
1.3472,0.00000,0.00000,0.00000
1.3480,0.00000,0.00000,0.00000
1.3486,0.00000,0.00000,0.00000
1.3493,0.00000,0.00000,0.00000
1.3658,0.00000,0.00000,0.00000
