t_wall,x,y,z
0.0001,0.00000,0.00000,0.00000
0.0031,0.00000,0.00000,0.00000
0.0101,0.00000,0.00000,0.00000
0.0239,0.00000,0.00000,0.00000
0.0309,0.00000,0.00000,0.00000
0.0451,0.00000,0.00000,0.00000
0.0521,0.00000,0.00000,0.00000
0.0660,0.00000,0.00000,0.00000
0.0730,0.00000,0.00000,0.00000
0.0800,0.00000,0.00000,0.00000
0.0939,0.00000,0.00000,0.00000
0.1009,0.00000,0.00000,0.00000
0.1151,0.00000,0.00000,0.00000
0.1221,0.00000,0.00000,0.00000
0.1359,0.00000,0.00000,0.00000
0.1429,0.00000,0.00000,0.00000
0.1499,0.00000,0.00000,0.00000
0.1637,0.00000,0.00000,0.00000
0.1707,0.00000,0.00000,0.00000
0.1846,0.00000,0.00000,0.00000
0.1916,0.00000,0.00000,0.00000
0.2056,0.00000,0.00000,0.00000
0.2127,0.00000,0.00000,0.00000
0.2197,0.00000,0.00000,0.00000
0.2336,0.00000,0.00000,0.00000
0.2434,0.00000,0.00000,0.00000
0.2503,0.00000,0.00000,0.00000
0.2642,0.00000,0.00000,0.00000
0.2712,0.00000,0.00000,0.00000
0.2851,0.00000,0.00000,0.00000
0.2922,0.00000,0.00000,0.00000
0.3062,0.00000,0.00000,0.00000
0.3132,0.00000,0.00000,0.00000
0.3204,0.00000,0.00000,0.00000
0.3342,0.00000,0.00000,0.00000
0.3413,0.00000,0.00000,0.00000
0.3552,0.00000,0.00000,0.00000
0.3622,0.00000,0.00000,0.00000
0.3761,0.00000,0.00000,0.00000
0.3830,0.00000,0.00000,0.00000
0.3900,0.00000,0.00000,0.00000
0.4039,0.00000,0.00000,0.00000
0.4108,0.00000,0.00000,0.00000
0.4248,0.00000,0.00000,0.00000
0.4318,0.00000,0.00000,0.00000
0.4460,0.00000,0.00000,0.00000
0.4528,0.00000,0.00000,0.00000
0.4599,0.00000,0.00000,0.00000
0.4739,0.00000,0.00000,0.00000
0.4807,0.00000,0.00000,0.00000
0.4948,0.00000,0.00000,0.00000
0.5019,0.00000,0.00000,0.00000
0.5159,0.00000,0.00000,0.00000
0.5232,0.00000,0.00000,0.00000
0.5303,0.00000,0.00000,0.00000
0.5445,0.00000,0.00000,0.00000
0.5515,0.00000,0.00000,0.00000
0.5654,0.00000,0.00000,0.00000
0.5723,0.00000,0.00000,0.00000
0.5862,0.00000,0.00000,0.00000
0.5931,0.00000,0.00000,0.00000
0.6001,0.00000,0.00000,0.00000
0.6141,0.00000,0.00000,0.00000
0.6208,0.00000,0.00000,0.00000
0.6351,0.00000,0.00000,0.00000
0.6421,0.00000,0.00000,0.00000
0.6560,0.00000,0.00000,0.00000
0.6630,0.00000,0.00000,0.00000
0.6699,0.00000,0.00000,0.00000
0.6836,0.00000,0.00000,0.00000
0.6912,0.00000,0.00000,0.00000
0.7044,0.00000,0.00000,0.00000
0.7112,0.00000,0.00000,0.00000
0.7251,0.00000,0.00000,0.00000
0.7322,0.00000,0.00000,0.00000
0.7462,0.00000,0.00000,0.00000
0.7535,0.00000,0.00000,0.00000
0.7606,0.00000,0.00000,0.00000
0.7745,0.00000,0.00000,0.00000
0.7814,0.00000,0.00000,0.00000
0.7958,0.00000,0.00000,0.00000
0.8030,0.00000,0.00000,0.00000
0.8102,0.00000,0.00000,0.00000
0.8239,0.00000,0.00000,0.00000
0.8308,0.00000,0.00000,0.00000
0.8449,0.00000,0.00000,0.00000
0.8518,0.00000,0.00000,0.00000
0.8659,0.00000,0.00000,0.00000
0.8728,0.00000,0.00000,0.00000
0.8797,0.00000,0.00000,0.00000
0.8936,0.00000,0.00000,0.00000
0.9006,0.00000,0.00000,0.00000
0.9146,0.00000,0.00000,0.00000
0.9215,0.00000,0.00000,0.00000
0.9355,0.00000,0.00000,0.00000
0.9426,0.00000,0.00000,0.00000
0.9496,0.00000,0.00000,0.00000
0.9636,0.00000,0.00000,0.00000
0.9705,0.00000,0.00000,0.00000
0.9864,0.00000,0.00000,0.00000
0.9935,0.00000,0.00000,0.00000
1.0005,0.00000,0.00000,0.00000
1.0143,0.00000,0.00000,0.00000
1.0212,0.00000,0.00000,0.00000
1.0351,0.00000,0.00000,0.00000
1.0421,0.00000,0.00000,0.00000
1.0561,0.00000,0.00000,0.00000
1.0630,0.00000,0.00000,0.00000
1.0699,0.00000,0.00000,0.00000
1.0838,0.00000,0.00000,0.00000
1.0907,0.00000,0.00000,0.00000
1.1047,0.00000,0.00000,0.00000
1.1117,0.00000,0.00000,0.00000
1.1256,0.00000,0.00000,0.00000
1.1326,0.00000,0.00000,0.00000
1.1398,0.00000,0.00000,0.00000
1.1537,0.00000,0.00000,0.00000
1.1607,0.00000,0.00000,0.00000
1.1745,0.00000,0.00000,0.00000
1.1815,0.00000,0.00000,0.00000
1.1955,0.00000,0.00000,0.00000
1.2024,0.00000,0.00000,0.00000
1.2163,0.00000,0.00000,0.00000
1.2236,0.00000,0.00000,0.00000
1.2326,0.00000,0.00000,0.00000
1.2444,0.00000,0.00000,0.00000
1.2514,0.00000,0.00000,0.00000
1.2655,0.00000,0.00000,0.00000
1.2726,0.00000,0.00000,0.00000
1.2864,0.00000,0.00000,0.00000
1.2936,0.00000,0.00000,0.00000
1.3006,0.00000,0.00000,0.00000
1.3148,0.00000,0.00000,0.00000
1.3218,0.00000,0.00000,0.00000
1.3356,0.00000,0.00000,0.00000
1.3428,0.00000,0.00000,0.00000
1.3498,0.00000,0.00000,0.00000
1.3640,0.00000,0.00000,0.00000
1.3709,0.00000,0.00000,0.00000
1.3849,0.00000,0.00000,0.00000
1.3921,0.00000,0.00000,0.00000
1.4061,0.00000,0.00000,0.00000
1.4129,0.00000,0.00000,0.00000
1.4200,0.00000,0.00000,0.00000
1.4340,0.00000,0.00000,0.00000
1.4410,0.00000,0.00000,0.00000
1.4548,0.00000,0.00000,0.00000
1.4618,0.00000,0.00000,0.00000
1.4758,0.00000,0.00000,0.00000
1.4826,0.00000,0.00000,0.00000
1.4965,0.00000,0.00000,0.00000
1.5035,0.00000,0.00000,0.00000
1.5104,0.00000,0.00000,0.00000
1.5244,0.00000,0.00000,0.00000
1.5313,0.00000,0.00000,0.00000
1.5454,0.00000,0.00000,0.00000
1.5523,0.00000,0.00000,0.00000
1.5663,0.00000,0.00000,0.00000
