t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.0076,3.41000,0.00000,0.00000,0.00000,0.05877,-0.00581,-0.10140,-0.99309,-0.46447,0.71802,0.14941,-1.00000,0.00000,0.00000,-0.00000
0.0146,3.42000,0.00000,-0.00000,0.00000,0.05878,-0.00574,-0.10140,-0.99309,0.46495,0.13193,-0.10629,-1.00000,0.00000,0.00000,-0.00000
0.0299,3.43000,0.00003,0.00000,0.00003,0.05878,-0.00572,-0.10139,-0.99309,0.79028,-0.53941,-0.02109,-1.00000,0.00000,0.00000,-0.00000
0.0368,3.44000,0.00003,0.00000,0.00003,0.05878,-0.00571,-0.10139,-0.99309,-0.40983,0.37260,-0.03976,-1.00000,0.00000,0.00000,-0.00000
0.0438,3.45000,0.00000,0.00000,0.00000,0.05877,-0.00580,-0.10140,-0.99309,-0.57401,0.69092,0.15348,-1.00000,0.00000,0.00000,-0.00000
0.0576,3.46000,0.00000,0.00000,0.00000,0.05877,-0.00573,-0.10140,-0.99309,0.57643,0.05440,-0.10716,-1.00000,0.00000,0.00000,-0.00000
0.0646,3.47000,0.00003,0.00000,0.00003,0.05879,-0.00571,-0.10139,-0.99309,0.63081,-0.48024,-0.02045,-1.00000,0.00000,0.00000,-0.00000
0.0785,3.48000,0.00000,-0.00000,0.00000,0.05876,-0.00575,-0.10140,-0.99309,-0.77615,0.61879,0.04132,-1.00000,0.00000,0.00000,-0.00000
0.0854,3.49000,0.00003,0.00000,0.00003,0.05878,-0.00573,-0.10139,-0.99309,0.63061,-0.49671,-0.02545,-1.00000,0.00000,0.00000,-0.00000
0.0993,3.50000,0.00003,0.00000,0.00003,0.05878,-0.00572,-0.10139,-0.99309,-0.33039,0.34439,-0.04052,-1.00000,0.00000,0.00000,-0.00000
0.1075,3.51000,0.00000,0.00000,0.00003,0.05877,-0.00576,-0.10140,-0.99309,-0.04697,0.54521,0.07074,-1.00000,0.00000,0.00000,-0.00000
0.1142,3.52000,0.00003,0.00001,0.00003,0.05877,-0.00574,-0.10139,-0.99309,-0.14568,-0.44231,-0.04935,-1.00000,0.00000,0.00000,-0.00000
0.1281,3.53000,0.00003,0.00000,0.00003,0.05877,-0.00572,-0.10139,-0.99309,-0.35063,0.33711,-0.04112,-1.00000,0.00000,0.00000,-0.00000
0.1351,3.54000,0.00000,0.00000,0.00003,0.05878,-0.00576,-0.10139,-0.99309,-0.06127,0.53836,0.06991,-1.00000,0.00000,0.00000,-0.00000
0.1490,3.55000,0.00003,0.00000,0.00003,0.05877,-0.00574,-0.10140,-0.99309,-0.11562,-0.39013,-0.04913,-1.00000,0.00000,0.00000,-0.00000
0.1559,3.56000,0.00003,0.00000,0.00003,0.05877,-0.00572,-0.10140,-0.99309,-0.34123,0.33997,-0.04080,-1.00000,0.00000,0.00000,-0.00000
