t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.0035,4.38001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,-0.00007,0.00012,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.0104,4.39001,0.00000,0.00000,0.00000,-0.00000,0.70738,-0.00000,0.70683,0.00107,-0.00020,-0.00001,-1.00000,0.00000,0.00000,-0.00000
0.0245,4.40001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,-0.00087,0.00023,0.00004,-1.00000,0.00000,0.00000,-0.00000
0.0315,4.41001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,0.00086,0.00121,-0.00003,-1.00000,0.00000,0.00000,-0.00000
0.0455,4.42001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,-0.00047,-0.00005,0.00002,-1.00000,0.00000,0.00000,-0.00000
0.0525,4.43001,0.00000,0.00000,0.00000,-0.00000,0.70738,-0.00000,0.70683,0.00032,-0.00072,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.0595,4.44001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,-0.00007,0.00009,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.0733,4.45001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,0.00005,0.00033,0.00002,-1.00000,0.00000,0.00000,-0.00000
0.0804,4.46001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,-0.00007,0.00012,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.0945,4.47001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,0.00005,0.00033,0.00002,-1.00000,0.00000,0.00000,-0.00000
0.1015,4.48001,0.00000,0.00000,0.00000,-0.00000,0.70738,-0.00000,0.70683,0.00033,-0.00071,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.1154,4.49001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,-0.00007,0.00009,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.1225,4.50001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,0.00005,0.00033,0.00003,-1.00000,0.00000,0.00000,-0.00000
0.1294,4.51001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,-0.00007,0.00012,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.1433,4.52001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,0.00005,0.00033,0.00002,-1.00000,0.00000,0.00000,-0.00000
0.1502,4.53001,0.00000,0.00000,0.00000,-0.00000,0.70738,-0.00000,0.70683,0.00033,-0.00071,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.1642,4.54001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,0.00088,0.00119,-0.00003,-1.00000,0.00000,0.00000,-0.00000
0.1713,4.55001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,-0.00046,-0.00005,0.00002,-1.00000,0.00000,0.00000,-0.00000
0.1852,4.56001,0.00000,0.00000,0.00000,0.00000,0.70738,-0.00000,0.70683,0.00032,-0.00072,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.1922,4.57001,0.00000,0.00000,0.00000,0.00000,0.70738,-0.00000,0.70683,-0.00007,0.00010,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.1992,4.58001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,0.00005,0.00033,0.00002,-1.00000,0.00000,0.00000,-0.00000
0.2133,4.59001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,-0.00007,0.00012,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.2206,4.60001,0.00000,0.00000,0.00000,0.00000,0.70738,0.00000,0.70683,0.00005,0.00033,0.00002,-1.00000,0.00000,0.00000,-0.00000
0.2364,4.61001,0.00000,0.00000,0.00000,-0.00000,0.70738,-0.00000,0.70683,0.00034,-0.00071,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.2496,4.62001,0.00000,0.00000,0.00000,-0.00000,0.70738,-0.00000,0.70683,-0.00007,0.00009,0.00001,-1.00000,0.00000,0.00000,-0.00000
0.2502,4.63001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,0.00005,0.00033,0.00002,-1.00000,0.00000,0.00000,-0.00000
0.2615,4.64001,0.00000,0.00000,0.00000,-0.00000,0.70738,0.00000,0.70683,-0.00007,0.00011,0.00001,-1.00000,0.00000,0.00000,-0.00000
