t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.0031,8.11009,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21312,-0.49910,0.91256,-0.30994,-1.00000,0.00000,0.00000,-0.00000
0.0035,8.12009,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21300,-1.23675,0.42896,0.64292,-1.00000,0.00000,0.00000,-0.00000
0.0123,8.13009,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21305,-1.09014,0.11422,-0.15980,-1.00000,0.00000,0.00000,-0.00000
0.0251,8.14009,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21310,-1.06963,0.03168,-0.17183,-1.00000,0.00000,0.00000,-0.00000
0.0327,8.15009,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21315,-1.05787,0.07682,-0.17008,-1.00000,0.00000,0.00000,-0.00000
0.0470,8.16009,-0.00006,-0.00000,0.00000,0.00389,0.97683,0.01824,0.21320,-1.07314,0.14390,-0.16809,-1.00000,0.00000,0.00000,-0.00000
0.0540,8.17009,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21309,-1.48106,-0.50743,0.62259,-1.00000,0.00000,0.00000,-0.00000
0.0616,8.18009,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21313,-0.46013,1.03885,-0.30572,-1.00000,0.00000,0.00000,-0.00000
0.0760,8.19009,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01824,0.21301,-1.24045,0.46492,0.64359,-1.00000,0.00000,0.00000,-0.00000
0.0836,8.20009,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21306,-1.09054,0.11860,-0.15991,-1.00000,0.00000,0.00000,-0.00000
0.0974,8.21009,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21311,-1.07051,-0.01061,-0.17306,-1.00000,0.00000,0.00000,-0.00000
0.1044,8.22009,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21316,-1.05849,0.07196,-0.17006,-1.00000,0.00000,0.00000,-0.00000
0.1113,8.23009,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21305,-1.45362,-0.44838,0.62513,-1.00000,0.00000,0.00000,-0.00000
0.1256,8.24009,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21309,-0.44372,1.02221,-0.30649,-1.00000,0.00000,0.00000,-0.00000
0.1332,8.25009,-0.00006,-0.00000,0.00000,0.00388,0.97684,0.01824,0.21314,-0.88696,1.05864,-0.14971,-1.00000,0.00000,0.00000,-0.00000
0.1488,8.26009,-0.00006,-0.00000,0.00000,0.00390,0.97683,0.01824,0.21319,-1.04006,0.36202,-0.16526,-1.00000,0.00000,0.00000,-0.00000
0.1596,8.27009,-0.00012,-0.00001,0.00000,0.00393,0.97686,0.01824,0.21307,-1.47595,-0.52455,0.62139,-1.00000,0.00000,0.00000,-0.00000
0.1702,8.28009,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21312,-0.49909,0.91269,-0.30994,-1.00000,0.00000,0.00000,-0.00000
0.1789,8.29009,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21300,-1.23676,0.42897,0.64292,-1.00000,0.00000,0.00000,-0.00000
0.1898,8.30009,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21305,-1.09246,0.15168,-0.15863,-1.00000,0.00000,0.00000,-0.00000
0.2012,8.31009,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21310,-1.07013,-0.00685,-0.17309,-1.00000,0.00000,0.00000,-0.00000
0.2128,8.32010,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21315,-1.05843,0.07237,-0.17009,-1.00000,0.00000,0.00000,-0.00000
0.2134,8.33010,-0.00006,-0.00000,0.00000,0.00389,0.97683,0.01824,0.21320,-1.07226,0.18615,-0.16683,-1.00000,0.00000,0.00000,-0.00000
0.2235,8.34010,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01823,0.21308,-1.43719,-0.53944,0.62213,-1.00000,0.00000,0.00000,-0.00000
0.2419,8.35010,0.00000,0.00000,0.00000,0.00379,0.97685,0.01825,0.21313,-0.49955,0.99253,-0.30750,-1.00000,0.00000,0.00000,-0.00000
0.2729,8.36010,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21301,-1.24231,0.45820,0.64360,0.00000,0.00000,0.00000,-0.00000
0.2736,8.37010,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21306,-1.08999,0.11752,-0.15965,0.00000,0.00000,0.00000,-0.00000
0.2825,8.38010,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21311,-1.06958,0.03214,-0.17181,0.00000,0.00000,0.00000,-0.00000
0.2833,8.39010,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21316,-1.05788,0.07691,-0.17006,0.00000,0.00000,0.00000,-0.00000
0.2839,8.40010,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21304,-1.45353,-0.44778,0.62513,0.00000,0.00000,0.00000,-0.00000
0.2972,8.41010,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21309,-0.45854,1.04666,-0.30586,0.00000,0.00000,0.00000,-0.00000
0.3068,8.42010,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21314,-0.85894,1.10029,-0.14847,0.00000,0.00000,0.00000,-0.00000
0.3160,8.43010,-0.00006,-0.00000,0.00000,0.00391,0.97683,0.01824,0.21319,-1.03848,0.36762,-0.16541,0.00000,0.00000,0.00000,-0.00000
0.3251,8.44010,-0.00012,-0.00001,0.00000,0.00393,0.97686,0.01824,0.21307,-1.47357,-0.56123,0.62032,0.00000,0.00000,0.00000,-0.00000
0.3328,8.45010,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21312,-0.49953,0.90847,-0.30996,0.00000,0.00000,0.00000,-0.00000
0.3475,8.46010,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21300,-1.23685,0.42844,0.64292,0.00000,0.00000,0.00000,-0.00000
0.3547,8.47010,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21305,-1.09015,0.11414,-0.15981,0.00000,0.00000,0.00000,-0.00000
0.3624,8.48010,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21310,-1.07059,-0.01117,-0.17310,0.00000,0.00000,0.00000,-0.00000
0.3779,8.49010,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21315,-1.05852,0.07183,-0.17010,0.00000,0.00000,0.00000,-0.00000
0.3850,8.50010,-0.00006,-0.00000,0.00000,0.00389,0.97683,0.01824,0.21320,-1.07228,0.18609,-0.16684,0.00000,0.00000,0.00000,-0.00000
0.3921,8.51010,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21308,-1.45342,-0.47806,0.62398,0.00000,0.00000,0.00000,-0.00000
0.4061,8.52010,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21313,-0.44405,1.01898,-0.30639,0.00000,0.00000,0.00000,-0.00000
0.4130,8.53010,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21301,-1.26835,0.42382,0.64233,0.00000,0.00000,0.00000,-0.00000
0.4269,8.54010,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21306,-1.09120,0.11257,-0.15976,0.00000,0.00000,0.00000,-0.00000
0.4338,8.55010,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21311,-1.06968,0.03148,-0.17181,0.00000,0.00000,0.00000,-0.00000
0.4477,8.56010,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21316,-1.05788,0.07683,-0.17006,0.00000,0.00000,0.00000,-0.00000
0.4549,8.57010,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21304,-1.45354,-0.44780,0.62512,0.00000,0.00000,0.00000,-0.00000
0.4636,8.58010,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21309,-0.48479,0.97852,-0.30837,0.00000,0.00000,0.00000,-0.00000
0.4774,8.59010,-0.00006,-0.00000,0.00000,0.00388,0.97684,0.01824,0.21314,-0.85411,1.07153,-0.14900,0.00000,0.00000,0.00000,-0.00000
0.4844,8.60010,-0.00006,-0.00000,0.00000,0.00390,0.97683,0.01824,0.21319,-1.03884,0.36466,-0.16530,0.00000,0.00000,0.00000,-0.00000
0.4913,8.61010,-0.00012,-0.00001,0.00000,0.00393,0.97686,0.01824,0.21307,-1.47586,-0.52422,0.62138,0.00000,0.00000,0.00000,-0.00000
0.5054,8.62010,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21312,-0.49827,0.91236,-0.30982,0.00000,0.00000,0.00000,-0.00000
0.5123,8.63010,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21300,-1.23684,0.42906,0.64303,0.00000,0.00000,0.00000,-0.00000
0.5269,8.64010,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21305,-1.09247,0.15171,-0.15863,0.00000,0.00000,0.00000,-0.00000
0.5350,8.65010,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21310,-1.07013,-0.00687,-0.17310,0.00000,0.00000,0.00000,-0.00000
0.5418,8.66010,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21315,-1.05844,0.07235,-0.17011,0.00000,0.00000,0.00000,-0.00000
0.5558,8.67010,-0.00006,-0.00000,0.00000,0.00389,0.97683,0.01824,0.21320,-1.07324,0.14332,-0.16811,0.00000,0.00000,0.00000,-0.00000
0.5628,8.68010,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21308,-1.48152,-0.42770,0.62504,0.00000,0.00000,0.00000,-0.00000
0.5767,8.69010,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21313,-0.44419,1.02367,-0.30637,0.00000,0.00000,0.00000,-0.00000
0.5836,8.70010,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21301,-1.26828,0.42437,0.64233,0.00000,0.00000,0.00000,-0.00000
0.5975,8.71010,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21306,-1.09118,0.11264,-0.15976,0.00000,0.00000,0.00000,-0.00000
0.6044,8.72010,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21311,-1.06968,0.03147,-0.17181,0.00000,0.00000,0.00000,-0.00000
0.6115,8.73010,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21316,-1.05779,0.07670,-0.17019,0.00000,0.00000,0.00000,-0.00000
0.6253,8.74010,-0.00012,-0.00001,0.00000,0.00392,0.97687,0.01824,0.21304,-1.45448,-0.49067,0.62385,0.00000,0.00000,0.00000,-0.00000
0.6323,8.75010,0.00000,0.00000,0.00000,0.00380,0.97686,0.01825,0.21309,-0.50025,0.99792,-0.30774,0.00000,0.00000,0.00000,-0.00000
0.6462,8.76011,-0.00006,-0.00000,0.00000,0.00388,0.97684,0.01824,0.21314,-0.84016,1.09250,-0.14864,0.00000,0.00000,0.00000,-0.00000
0.6531,8.77011,-0.00006,-0.00000,0.00000,0.00390,0.97683,0.01824,0.21318,-1.03801,0.36726,-0.16545,0.00000,0.00000,0.00000,-0.00000
0.6670,8.78011,-0.00012,-0.00001,0.00000,0.00393,0.97686,0.01824,0.21307,-1.47580,-0.52392,0.62137,0.00000,0.00000,0.00000,-0.00000
0.6747,8.79011,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21312,-0.49908,0.91274,-0.30996,0.00000,0.00000,0.00000,-0.00000
0.6816,8.80011,-0.00006,-0.00000,0.00000,0.00388,0.97684,0.01824,0.21316,-0.85537,1.06350,-0.14904,0.00000,0.00000,0.00000,-0.00000
0.6956,8.81011,-0.00012,-0.00001,0.00000,0.00394,0.97686,0.01823,0.21305,-1.42039,-0.27080,0.62671,0.00000,0.00000,0.00000,-0.00000
0.7025,8.82011,0.00000,0.00000,0.00000,0.00381,0.97685,0.01825,0.21309,-0.49285,0.94377,-0.30995,0.00000,0.00000,0.00000,-0.00000
0.7164,8.83011,-0.00006,-0.00000,0.00000,0.00388,0.97684,0.01824,0.21314,-0.87501,0.98817,-0.15138,0.00000,0.00000,0.00000,-0.00000
0.7235,8.84011,-0.00006,-0.00000,0.00000,0.00390,0.97683,0.01824,0.21319,-1.04061,0.35421,-0.16540,0.00000,0.00000,0.00000,-0.00000
0.7381,8.85011,-0.00012,-0.00001,0.00000,0.00393,0.97686,0.01824,0.21307,-1.47609,-0.52552,0.62140,0.00000,0.00000,0.00000,-0.00000
0.7451,8.86011,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21312,-0.49911,0.91256,-0.30994,0.00000,0.00000,0.00000,-0.00000
0.7540,8.87011,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21300,-1.23675,0.42896,0.64292,0.00000,0.00000,0.00000,-0.00000
0.7660,8.88011,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21305,-1.09014,0.11422,-0.15981,0.00000,0.00000,0.00000,-0.00000
0.7747,8.89011,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21310,-1.06963,0.03168,-0.17183,0.00000,0.00000,0.00000,-0.00000
0.7836,8.90011,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21315,-1.05788,0.07683,-0.17008,0.00000,0.00000,0.00000,-0.00000
0.7913,8.91011,-0.00006,-0.00000,0.00000,0.00389,0.97683,0.01824,0.21320,-1.07314,0.14389,-0.16809,0.00000,0.00000,0.00000,-0.00000
0.8062,8.92011,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21309,-1.48106,-0.50744,0.62259,0.00000,0.00000,0.00000,-0.00000
0.8138,8.93011,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21313,-0.46012,1.03885,-0.30573,0.00000,0.00000,0.00000,-0.00000
0.8280,8.94011,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01824,0.21301,-1.24045,0.46493,0.64358,0.00000,0.00000,0.00000,-0.00000
0.8368,8.95011,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21306,-1.09055,0.11860,-0.15991,0.00000,0.00000,0.00000,-0.00000
0.8444,8.96011,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21311,-1.07052,-0.01062,-0.17307,0.00000,0.00000,0.00000,-0.00000
0.8516,8.97011,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21316,-1.05850,0.07195,-0.17006,0.00000,0.00000,0.00000,-0.00000
0.8657,8.98011,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21304,-1.45362,-0.44838,0.62513,0.00000,0.00000,0.00000,-0.00000
0.8726,8.99011,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21309,-0.44372,1.02221,-0.30650,0.00000,0.00000,0.00000,-0.00000
0.8869,9.00011,-0.00006,-0.00000,0.00000,0.00388,0.97684,0.01824,0.21314,-0.88696,1.05863,-0.14971,0.00000,0.00000,0.00000,-0.00000
0.8938,9.01011,-0.00006,-0.00000,0.00000,0.00390,0.97683,0.01824,0.21319,-1.04006,0.36201,-0.16526,0.00000,0.00000,0.00000,-0.00000
0.9077,9.02011,-0.00012,-0.00001,0.00000,0.00393,0.97686,0.01824,0.21307,-1.47595,-0.52455,0.62139,0.00000,0.00000,0.00000,-0.00000
0.9184,9.03011,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21312,-0.49909,0.91268,-0.30995,0.00000,0.00000,0.00000,-0.00000
0.9309,9.04011,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21300,-1.23676,0.42896,0.64291,0.00000,0.00000,0.00000,-0.00000
0.9378,9.05011,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21305,-1.09246,0.15169,-0.15863,0.00000,0.00000,0.00000,-0.00000
0.9447,9.06011,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21310,-1.07013,-0.00686,-0.17309,0.00000,0.00000,0.00000,-0.00000
0.9517,9.07011,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21315,-1.05843,0.07236,-0.17010,0.00000,0.00000,0.00000,-0.00000
0.9656,9.08011,-0.00006,-0.00000,0.00000,0.00389,0.97683,0.01824,0.21320,-1.07226,0.18615,-0.16683,0.00000,0.00000,0.00000,-0.00000
0.9725,9.09011,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01823,0.21308,-1.43719,-0.53945,0.62212,0.00000,0.00000,0.00000,-0.00000
0.9866,9.10011,0.00000,0.00000,0.00000,0.00379,0.97685,0.01825,0.21313,-0.49955,0.99253,-0.30750,0.00000,0.00000,0.00000,-0.00000
0.9936,9.11011,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21301,-1.24240,0.45831,0.64373,0.00000,0.00000,0.00000,-0.00000
1.0075,9.12011,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21306,-1.09000,0.11755,-0.15965,0.00000,0.00000,0.00000,-0.00000
1.0144,9.13011,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21311,-1.06958,0.03214,-0.17181,0.00000,0.00000,0.00000,-0.00000
1.0214,9.14011,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21316,-1.05787,0.07692,-0.17006,0.00000,0.00000,0.00000,-0.00000
1.0353,9.15011,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21304,-1.45353,-0.44778,0.62512,0.00000,0.00000,0.00000,-0.00000
1.0422,9.16011,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21309,-0.45854,1.04665,-0.30586,0.00000,0.00000,0.00000,-0.00000
1.0562,9.17011,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21314,-0.85894,1.10029,-0.14847,0.00000,0.00000,0.00000,-0.00000
1.0630,9.18011,-0.00006,-0.00000,0.00000,0.00391,0.97683,0.01824,0.21319,-1.03849,0.36762,-0.16542,0.00000,0.00000,0.00000,-0.00000
1.0769,9.19011,-0.00012,-0.00001,0.00000,0.00393,0.97686,0.01824,0.21307,-1.47357,-0.56123,0.62032,0.00000,0.00000,0.00000,-0.00000
1.0839,9.20012,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21312,-0.49953,0.90847,-0.30996,0.00000,0.00000,0.00000,-0.00000
1.0978,9.21012,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21300,-1.23685,0.42843,0.64291,0.00000,0.00000,0.00000,-0.00000
1.1047,9.22012,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21305,-1.09015,0.11414,-0.15982,0.00000,0.00000,0.00000,-0.00000
1.1117,9.23012,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21310,-1.07059,-0.01118,-0.17310,0.00000,0.00000,0.00000,-0.00000
1.1255,9.24012,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21315,-1.05853,0.07183,-0.17010,0.00000,0.00000,0.00000,-0.00000
1.1325,9.25012,-0.00006,-0.00000,0.00000,0.00389,0.97683,0.01824,0.21320,-1.07228,0.18608,-0.16684,0.00000,0.00000,0.00000,-0.00000
1.1464,9.26012,-0.00012,-0.00001,0.00000,0.00392,0.97686,0.01824,0.21308,-1.45343,-0.47806,0.62398,0.00000,0.00000,0.00000,-0.00000
1.1533,9.27012,0.00000,0.00000,0.00000,0.00380,0.97685,0.01825,0.21313,-0.44406,1.01896,-0.30640,0.00000,0.00000,0.00000,-0.00000
1.1672,9.28012,-0.00006,-0.00001,0.00000,0.00391,0.97687,0.01823,0.21301,-1.26836,0.42381,0.64233,0.00000,0.00000,0.00000,-0.00000
1.1742,9.29012,-0.00006,-0.00001,0.00000,0.00391,0.97686,0.01824,0.21306,-1.09129,0.11269,-0.15964,0.00000,0.00000,0.00000,-0.00000
1.1811,9.30012,-0.00006,-0.00000,0.00000,0.00390,0.97685,0.01824,0.21311,-1.06969,0.03150,-0.17181,0.00000,0.00000,0.00000,-0.00000
1.1950,9.31012,-0.00006,-0.00000,0.00000,0.00389,0.97684,0.01824,0.21316,-1.05788,0.07683,-0.17007,0.00000,0.00000,0.00000,-0.00000
