t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.0031,15.40026,0.00000,0.00000,0.00000,-0.00000,0.90421,0.00000,0.42708,-0.00643,-0.00855,-0.00204,-1.00000,0.00000,0.00000,-0.00000
0.0101,15.41026,0.00000,0.00000,0.00000,-0.00000,0.90421,0.00000,0.42708,0.01203,0.03425,-0.00104,-1.00000,0.00000,0.00000,-0.00000
0.0240,15.42026,0.00000,0.00000,0.00000,-0.00000,0.90421,-0.00000,0.42708,0.07975,-0.03586,0.00030,-1.00000,0.00000,0.00000,-0.00000
0.0309,15.43026,0.00000,0.00000,0.00000,-0.00000,0.90421,-0.00000,0.42708,0.00748,-0.00396,0.00008,-1.00000,0.00000,0.00000,-0.00000
0.0448,15.44026,0.00000,0.00000,0.00000,0.00000,0.90421,-0.00000,0.42708,-0.01346,0.06526,-0.00094,-1.00000,0.00000,0.00000,-0.00000
0.0518,15.45026,0.00000,0.00000,0.00000,-0.00000,0.90421,0.00000,0.42708,-0.07343,-0.06242,0.00231,-1.00000,0.00000,0.00000,-0.00000
0.0656,15.46026,0.00000,0.00000,0.00000,-0.00000,0.90421,0.00000,0.42708,0.00524,0.02836,-0.00263,-1.00000,0.00000,0.00000,-0.00000
0.0725,15.47026,0.00000,0.00000,0.00000,-0.00000,0.90421,-0.00000,0.42708,0.07887,-0.03641,0.00010,-1.00000,0.00000,0.00000,-0.00000
0.0795,15.48026,0.00000,0.00000,0.00000,-0.00000,0.90421,-0.00000,0.42708,0.00737,-0.00401,0.00006,-1.00000,0.00000,0.00000,-0.00000
0.0933,15.49026,0.00000,0.00000,0.00000,0.00000,0.90421,-0.00000,0.42708,-0.01347,0.06525,-0.00094,-1.00000,0.00000,0.00000,-0.00000
0.1003,15.50026,0.00000,0.00000,0.00000,0.00000,0.90421,0.00000,0.42708,0.00160,0.00370,0.00074,-1.00000,0.00000,0.00000,-0.00000
0.1142,15.51026,0.00000,0.00000,0.00000,0.00000,0.90421,0.00000,0.42708,0.00156,-0.00158,-0.00011,-1.00000,0.00000,0.00000,-0.00000
0.1211,15.52026,0.00000,0.00000,0.00000,0.00000,0.90421,0.00000,0.42708,0.00140,-0.00203,-0.00021,-1.00000,0.00000,0.00000,-0.00000
0.1350,15.53026,0.00000,0.00000,0.00000,0.00000,0.90421,0.00000,0.42708,0.00138,-0.00206,-0.00022,-1.00000,0.00000,0.00000,-0.00000
0.1420,15.54026,0.00000,0.00000,0.00000,0.00000,0.90421,0.00000,0.42708,0.00137,-0.00206,-0.00023,-1.00000,0.00000,0.00000,-0.00000
0.1489,15.55026,0.00000,0.00000,0.00000,0.00000,0.90421,0.00000,0.42708,0.00137,-0.00206,-0.00023,-1.00000,0.00000,0.00000,-0.00000
0.1629,15.56026,0.00000,0.00000,0.00000,0.00000,0.90421,0.00000,0.42708,0.00137,-0.00207,-0.00023,-1.00000,0.00000,0.00000,-0.00000
