t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.0004,3.64000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0080,3.65000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0152,3.66000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0294,3.67000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0372,3.68000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0474,3.69000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0556,3.70000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0708,3.71000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0789,3.72000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0867,3.73000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.0953,3.74000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1108,3.75000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1180,3.76000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1259,3.77000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1402,3.78000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1473,3.79000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1546,3.80000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1720,3.81000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1804,3.82000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1883,3.83000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00004,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
0.1955,3.84000,0.00000,0.00000,0.00000,-0.00000,0.56900,-0.00000,-0.82234,0.00005,-0.00001,-0.00000,-1.00000,0.00000,0.00000,-0.00000
