t_sim,x,y,z
0.51011,-0.12299,0.02478,-0.02274
0.52011,-0.13776,0.02780,-0.02551
0.53011,-0.15332,0.03099,-0.02844
0.54011,-0.16968,0.03433,-0.03152
0.55012,-0.18689,0.03783,-0.03479
0.56012,-0.20483,0.04144,-0.03818
0.57012,-0.22363,0.04521,-0.04172
0.58012,-0.24316,0.04912,-0.04538
0.59012,-0.26349,0.05315,-0.04919
0.60013,-0.28455,0.05731,-0.05316
0.61013,-0.30634,0.06158,-0.05728
0.62013,-0.32898,0.06598,-0.06158
0.63013,-0.35229,0.07048,-0.06598
0.64013,-0.37640,0.07509,-0.07053
0.65014,-0.40131,0.07980,-0.07523
0.66014,-0.42688,0.08461,-0.08005
0.67014,-0.45319,0.08952,-0.08502
0.68014,-0.48022,0.09451,-0.09012
0.69015,-0.50800,0.09959,-0.09537
0.70015,-0.53656,0.10474,-0.10074
0.71015,-0.56573,0.10997,-0.10626
0.72015,-0.59564,0.11525,-0.11191
0.73015,-0.62628,0.12061,-0.11771
0.74016,-0.65759,0.12602,-0.12363
0.75016,-0.68964,0.13148,-0.12967
0.76016,-0.72235,0.13699,-0.13586
0.77016,-0.75574,0.14255,-0.14218
0.78016,-0.78979,0.14815,-0.14862
0.79017,-0.82458,0.15378,-0.15521
0.80017,-0.86005,0.15945,-0.16193
0.81017,-0.89618,0.16516,-0.16876
0.82017,-0.93298,0.17090,-0.17572
0.83018,-0.97046,0.17665,-0.18280
0.84018,-1.00861,0.18243,-0.19003
0.85018,-1.04736,0.18823,-0.19739
0.86018,-1.08679,0.19406,-0.20486
0.87018,-1.12689,0.19991,-0.21246
0.88019,-1.16766,0.20575,-0.22018
0.89019,-1.20905,0.21161,-0.22803
0.90019,-1.25110,0.21747,-0.23599
0.91019,-1.29376,0.22334,-0.24408
0.92019,-1.33710,0.22922,-0.25229
0.93020,-1.38104,0.23509,-0.26062
0.94020,-1.42560,0.24095,-0.26907
0.95020,-1.47083,0.24681,-0.27765
0.96020,-1.51666,0.25266,-0.28635
0.97021,-1.56311,0.25850,-0.29517
0.98021,-1.61017,0.26433,-0.30408
0.99021,-1.65784,0.27014,-0.31311
1.00021,-1.70612,0.27592,-0.32227
1.01021,-1.75500,0.28169,-0.33154
1.02022,-1.80450,0.28743,-0.34094
1.03022,-1.85461,0.29315,-0.35043
1.04022,-1.90533,0.29884,-0.36005
1.05022,-1.95660,0.30450,-0.36978
1.06022,-2.00848,0.31013,-0.37964
1.07023,-2.06097,0.31572,-0.38959
1.08023,-2.11401,0.32127,-0.39966
1.09023,-2.16766,0.32678,-0.40982
1.10023,-2.22186,0.33224,-0.42010
1.11024,-2.27667,0.33766,-0.43051
1.12024,-2.33203,0.34303,-0.44101
1.13024,-2.38794,0.34836,-0.45163
1.14024,-2.44446,0.35364,-0.46234
1.15024,-2.50153,0.35886,-0.47318
1.16025,-2.55914,0.36403,-0.48410
1.17025,-2.61731,0.36914,-0.49515
1.18025,-2.67603,0.37419,-0.50629
1.19025,-2.73529,0.37918,-0.51755
1.20025,-2.79510,0.38411,-0.52890
1.21026,-2.85547,0.38898,-0.54034
1.22026,-2.91638,0.39378,-0.55191
1.23026,-2.97778,0.39851,-0.56357
1.24026,-3.03973,0.40318,-0.57532
1.25027,-3.10223,0.40778,-0.58719
1.26027,-3.16522,0.41229,-0.59915
1.27027,-3.22876,0.41673,-0.61121
1.28027,-3.29279,0.42110,-0.62338
1.29027,-3.35736,0.42538,-0.63565
1.30028,-3.42242,0.42960,-0.64801
1.31028,-3.48804,0.43373,-0.66046
1.32028,-3.55414,0.43777,-0.67300
1.33028,-3.62073,0.44174,-0.68564
1.34028,-3.68787,0.44562,-0.69839
1.35029,-3.75549,0.44940,-0.71124
1.36029,-3.82361,0.45309,-0.72418
1.37029,-3.89221,0.45670,-0.73721
1.38029,-3.96130,0.46021,-0.75034
1.39030,-4.03088,0.46362,-0.76355
1.40030,-4.10095,0.46695,-0.77686
1.41030,-4.17151,0.47018,-0.79025
1.42030,-4.24255,0.47331,-0.80374
1.43030,-4.31403,0.47635,-0.81732
1.44031,-4.38599,0.47928,-0.83099
1.45031,-4.45844,0.48212,-0.84476
1.46031,-4.53131,0.48485,-0.85861
1.47031,-4.60468,0.48747,-0.87256
1.48031,-4.67853,0.48999,-0.88660
1.49032,-4.75281,0.49240,-0.90070
1.50032,-4.82758,0.49471,-0.91489
1.51032,-4.90277,0.49690,-0.92917
1.52032,-4.97839,0.49899,-0.94354
1.53032,-5.05450,0.50098,-0.95801
1.54033,-5.13104,0.50284,-0.97256
1.55033,-5.20801,0.50459,-0.98718
1.56033,-5.28546,0.50623,-1.00189
1.57033,-5.36334,0.50775,-1.01669
1.58034,-5.44165,0.50916,-1.03159
1.59034,-5.52039,0.51045,-1.04654
1.60034,-5.59955,0.51163,-1.06158
1.61034,-5.67914,0.51268,-1.07672
1.62034,-5.75916,0.51361,-1.09192
1.63035,-5.83960,0.51442,-1.10721
1.64035,-5.92047,0.51511,-1.12259
1.65035,-6.00177,0.51567,-1.13803
1.66035,-6.08344,0.51611,-1.15356
1.67035,-6.16553,0.51643,-1.16916
1.68036,-6.24805,0.51663,-1.18484
1.69036,-6.33093,0.51671,-1.20059
1.70036,-6.41425,0.51665,-1.21643
1.71036,-6.49799,0.51646,-1.23233
1.72037,-6.58206,0.51616,-1.24832
1.73037,-6.66660,0.51572,-1.26437
1.74037,-6.75150,0.51515,-1.28052
1.75037,-6.83679,0.51445,-1.29672
1.76037,-6.92249,0.51363,-1.31302
1.77038,-7.00858,0.51266,-1.32938
1.78038,-7.09506,0.51157,-1.34583
1.79038,-7.18192,0.51035,-1.36234
1.80038,-7.26917,0.50899,-1.37891
1.81038,-7.35678,0.50749,-1.39557
1.82039,-7.44476,0.50586,-1.41229
1.83039,-7.53314,0.50410,-1.42911
1.84039,-7.62189,0.50221,-1.44598
1.85039,-7.71100,0.50018,-1.46292
1.86040,-7.80048,0.49802,-1.47992
1.87040,-7.89032,0.49571,-1.49701
1.88040,-7.98053,0.49327,-1.51416
1.89040,-8.07111,0.49069,-1.53137
1.90040,-8.16205,0.48798,-1.54868
1.91041,-8.25336,0.48512,-1.56604
1.92041,-8.34500,0.48213,-1.58347
1.93041,-8.43701,0.47899,-1.60095
1.94041,-8.52936,0.47571,-1.61850
1.95041,-8.62207,0.47229,-1.63614
1.96042,-8.71518,0.46880,-1.65384
1.97042,-8.80865,0.46521,-1.67160
1.98042,-8.90265,0.46173,-1.68948
1.99042,-8.99707,0.45831,-1.70743
2.00043,-9.09122,0.45384,-1.72534
2.01043,-9.18573,0.44937,-1.74332
2.02043,-9.28064,0.44487,-1.76135
2.03043,-9.37598,0.44038,-1.77948
2.04043,-9.47174,0.43591,-1.79770
2.05044,-9.56799,0.43158,-1.81601
2.06044,-9.66483,0.42746,-1.83441
2.07044,-9.76385,0.42580,-1.85309
2.08044,-9.86337,0.42430,-1.87189
2.09044,-9.96384,0.42279,-1.89032
2.10045,-10.06546,0.42223,-1.90887
2.11045,-10.16922,0.42261,-1.92685
2.12045,-10.27411,0.42404,-1.94495
2.13045,-10.38074,0.42818,-1.96381
2.14046,-10.48883,0.43526,-1.98373
2.15046,-10.59814,0.44536,-2.00488
2.16046,-10.70844,0.45857,-2.02750
2.17046,-10.81943,0.47488,-2.05173
2.18046,-10.93088,0.49440,-2.07785
2.19047,-11.04108,0.51558,-2.10614
2.20047,-11.15033,0.53996,-2.13712
2.21047,-11.25934,0.56758,-2.17044
2.22047,-11.36829,0.59839,-2.20590
2.23047,-11.47720,0.63232,-2.24350
2.24048,-11.58609,0.66934,-2.28314
2.25048,-11.69495,0.70934,-2.32480
2.26048,-11.80377,0.75223,-2.36844
2.27048,-11.91254,0.79796,-2.41400
2.28049,-12.02127,0.84648,-2.46149
2.29049,-12.12994,0.89772,-2.51083
2.30049,-12.23856,0.95163,-2.56204
2.31049,-12.34708,1.00818,-2.61508
2.32049,-12.45554,1.06729,-2.66989
2.33050,-12.56390,1.12892,-2.72647
2.34050,-12.67233,1.19246,-2.78479
2.35050,-12.78107,1.25699,-2.84476
2.36050,-12.89047,1.32094,-2.90640
2.37050,-13.00040,1.38506,-2.96957
2.38051,-13.11005,1.45129,-3.03397
2.39051,-13.21884,1.52023,-3.09918
2.40051,-13.32654,1.59212,-3.16489
2.41051,-13.43277,1.66705,-3.23071
2.42052,-13.53720,1.74501,-3.29636
2.43052,-13.63953,1.82599,-3.36145
2.44052,-13.73923,1.90977,-3.42566
2.45052,-13.83618,1.99644,-3.48846
2.46052,-13.93021,2.08594,-3.54950
2.47053,-14.02109,2.17807,-3.60831
2.48053,-14.10852,2.27258,-3.66446
2.49053,-14.19205,2.36928,-3.71732
2.50053,-14.27191,2.46777,-3.76672
2.51053,-14.34891,2.56483,-3.81265
2.52054,-14.42313,2.66136,-3.85507
2.53054,-14.49377,2.75885,-3.89371
2.54054,-14.56067,2.85762,-3.92850
2.55054,-14.62381,2.95773,-3.95944
2.56054,-14.68326,3.05920,-3.98663
2.57055,-14.73907,3.16197,-4.01013
2.58055,-14.79135,3.26599,-4.03003
2.59055,-14.84012,3.37123,-4.04639
2.60055,-14.88547,3.47765,-4.05927
2.61056,-14.92752,3.58516,-4.06879
2.62056,-14.96631,3.69376,-4.07498
2.63056,-15.00189,3.80338,-4.07794
2.64056,-15.03436,3.91396,-4.07776
2.65056,-15.06375,4.02547,-4.07446
2.66057,-15.09015,4.13786,-4.06812
2.67057,-15.11359,4.25110,-4.05881
2.68057,-15.13416,4.36513,-4.04660
2.69057,-15.15189,4.47990,-4.03152
2.70057,-15.16681,4.59540,-4.01364
2.71058,-15.17902,4.71159,-3.99301
2.72058,-15.18848,4.82846,-3.96976
2.73058,-15.19528,4.94600,-3.94388
2.74058,-15.19946,5.06418,-3.91544
2.75059,-15.20111,5.18294,-3.88446
2.76059,-15.20023,5.30225,-3.85095
2.77059,-15.19690,5.42204,-3.81491
2.78059,-15.19116,5.54230,-3.77628
2.79059,-15.18307,5.66292,-3.73505
2.80060,-15.17310,5.78346,-3.69128
2.81060,-15.16083,5.90428,-3.64493
2.82060,-15.14636,6.02536,-3.59604
2.83060,-15.12970,6.14670,-3.54468
2.84060,-15.11090,6.26828,-3.49091
2.85061,-15.08997,6.39008,-3.43475
2.86061,-15.06693,6.51207,-3.37625
2.87061,-15.04184,6.63423,-3.31543
2.88061,-15.01471,6.75653,-3.25235
2.89062,-14.98560,6.87895,-3.18704
2.90062,-14.95450,7.00148,-3.11951
2.91062,-14.92145,7.12411,-3.04977
2.92062,-14.88641,7.24687,-2.97784
2.93062,-14.84943,7.36975,-2.90372
2.94063,-14.81049,7.49271,-2.82742
2.95063,-14.76962,7.61574,-2.74899
2.96063,-14.72684,7.73883,-2.66843
2.97063,-14.68219,7.86197,-2.58578
2.98063,-14.63568,7.98514,-2.50107
2.99064,-14.58734,8.10832,-2.41431
3.00064,-14.53717,8.23151,-2.32553
3.01064,-14.48523,8.35468,-2.23477
3.02064,-14.43152,8.47781,-2.14206
3.03065,-14.37607,8.60089,-2.04745
3.04065,-14.31891,8.72391,-1.95096
3.05065,-14.26007,8.84683,-1.85260
3.06065,-14.19958,8.96965,-1.75241
3.07065,-14.13745,9.09235,-1.65042
3.08066,-14.07370,9.21490,-1.54666
3.09066,-14.00836,9.33733,-1.44113
3.10066,-13.94144,9.45958,-1.33386
3.11066,-13.87302,9.58162,-1.22498
3.12066,-13.80307,9.70345,-1.11441
3.13067,-13.73166,9.82504,-1.00223
3.14067,-13.65887,9.94633,-0.88855
3.15067,-13.58502,10.06705,-0.77377
3.16067,-13.50983,10.18744,-0.65753
3.17068,-13.43332,10.30750,-0.53986
3.18068,-13.35550,10.42717,-0.42078
3.19068,-13.27643,10.54646,-0.30035
3.20068,-13.19614,10.66534,-0.17862
3.21068,-13.11465,10.78380,-0.05560
3.22069,-13.03201,10.90179,0.06866
3.23069,-12.94824,11.01932,0.19412
3.24069,-12.86334,11.13635,0.32077
3.25069,-12.77737,11.25288,0.44858
3.26069,-12.69034,11.36888,0.57748
3.27070,-12.60229,11.48434,0.70746
3.28070,-12.51324,11.59924,0.83850
3.29070,-12.42322,11.71356,0.97055
3.30070,-12.33228,11.82729,1.10358
3.31071,-12.24042,11.94038,1.23755
3.32071,-12.14767,12.05284,1.37244
3.33071,-12.05408,12.16463,1.50818
3.34071,-11.95966,12.27574,1.64478
3.35071,-11.86444,12.38617,1.78220
3.36072,-11.76843,12.49591,1.92041
3.37072,-11.67166,12.60495,2.05942
3.38072,-11.57413,12.71329,2.19919
3.39072,-11.47583,12.82091,2.33972
3.40072,-11.37680,12.92783,2.48099
3.41073,-11.27701,13.03404,2.62302
3.42073,-11.17645,13.13959,2.76581
3.43073,-11.07507,13.24451,2.90945
3.44073,-10.97284,13.34885,3.05399
3.45074,-10.86963,13.45270,3.19955
3.46074,-10.76547,13.55606,3.34613
3.47074,-10.66034,13.65894,3.49371
3.48074,-10.55429,13.76131,3.64227
3.49074,-10.44730,13.86317,3.79181
3.50075,-10.33939,13.96454,3.94229
3.51075,-10.23059,14.06538,4.09372
3.52075,-10.12091,14.16571,4.24606
3.53075,-10.01035,14.26550,4.39929
3.54075,-9.89893,14.36476,4.55341
3.55076,-9.78668,14.46349,4.70840
3.56076,-9.67361,14.56166,4.86426
3.57076,-9.55972,14.65929,5.02094
3.58076,-9.44504,14.75635,5.17844
3.59077,-9.32956,14.85286,5.33676
3.60077,-9.21329,14.94881,5.49588
3.61077,-9.09622,15.04419,5.65579
3.62077,-8.97839,15.13901,5.81650
3.63077,-8.85983,15.23326,5.97797
3.64078,-8.74051,15.32693,6.14020
3.65078,-8.62045,15.42004,6.30316
3.66078,-8.49966,15.51257,6.46686
3.67078,-8.37817,15.60452,6.63129
3.68078,-8.25598,15.69591,6.79642
3.69079,-8.13309,15.78671,6.96225
3.70079,-8.00952,15.87692,7.12878
3.71079,-7.88525,15.96654,7.29599
3.72079,-7.76035,16.05557,7.46387
3.73079,-7.63477,16.14401,7.63239
3.74080,-7.50854,16.23186,7.80154
3.75080,-7.38171,16.31911,7.97134
3.76080,-7.25424,16.40575,8.14175
3.77080,-7.12616,16.49179,8.31274
3.78081,-6.99747,16.57722,8.48434
3.79081,-6.86819,16.66205,8.65652
3.80081,-6.73834,16.74626,8.82928
3.81081,-6.60791,16.82986,9.00259
3.82081,-6.47693,16.91286,9.17645
3.83082,-6.34540,16.99524,9.35086
3.84082,-6.21332,17.07701,9.52579
3.85082,-6.08069,17.15816,9.70123
3.86082,-5.94751,17.23869,9.87720
3.87082,-5.81384,17.31860,10.05365
3.88083,-5.67963,17.39790,10.23059
3.89083,-5.54492,17.47659,10.40802
3.90083,-5.40973,17.55466,10.58594
3.91083,-5.27405,17.63211,10.76431
3.92084,-5.13788,17.70894,10.94315
3.93084,-5.00128,17.78514,11.12244
3.94084,-4.86420,17.86072,11.30215
3.95084,-4.72662,17.93568,11.48230
3.96084,-4.58862,18.01003,11.66287
3.97085,-4.45020,18.08376,11.84387
3.98085,-4.31128,18.15686,12.02527
3.99085,-4.17194,18.22935,12.20706
4.00085,-4.03217,18.30124,12.38925
4.01085,-3.89203,18.37250,12.57184
4.02086,-3.75146,18.44315,12.75479
4.03086,-3.61047,18.51318,12.93814
4.04086,-3.46912,18.58260,13.12186
4.05086,-3.32733,18.65140,13.30591
4.06087,-3.18518,18.71959,13.49033
4.07087,-3.04260,18.78717,13.67508
4.08087,-2.89966,18.85416,13.86020
4.09087,-2.75635,18.92053,14.04565
4.10087,-2.61267,18.98630,14.23141
4.11088,-2.46863,19.05147,14.41751
4.12088,-2.32422,19.11603,14.60394
4.13088,-2.17950,19.17999,14.79068
4.14088,-2.03442,19.24335,14.97772
4.15088,-1.88904,19.30611,15.16507
4.16089,-1.74329,19.36827,15.35269
4.17089,-1.59723,19.42982,15.54057
4.18089,-1.45087,19.49078,15.72874
4.19089,-1.30414,19.55116,15.91721
4.20090,-1.15710,19.61093,16.10593
4.21090,-1.00977,19.67012,16.29491
4.22090,-0.86212,19.72871,16.48415
4.23090,-0.71423,19.78673,16.67365
4.24090,-0.56604,19.84416,16.86339
4.25091,-0.41754,19.90102,17.05339
4.26091,-0.26874,19.95729,17.24364
4.27091,-0.11969,20.01299,17.43411
4.28091,0.02966,20.06812,17.62483
4.29091,0.17926,20.12267,17.81578
4.30092,0.32916,20.17665,18.00696
4.31092,0.47931,20.23007,18.19835
4.32092,0.62970,20.28293,18.38995
4.33092,0.78040,20.33522,18.58177
4.34093,0.93134,20.38695,18.77380
4.35093,1.08252,20.43813,18.96603
4.36093,1.23395,20.48874,19.15846
4.37093,1.38562,20.53880,19.35109
4.38093,1.53754,20.58832,19.54391
4.39094,1.68970,20.63730,19.73694
4.40094,1.84204,20.68573,19.93015
4.41094,1.99463,20.73363,20.12354
4.42094,2.14746,20.78099,20.31711
4.43094,2.30054,20.82782,20.51086
4.44095,2.45380,20.87411,20.70480
4.45095,2.60730,20.91988,20.89891
4.46095,2.76099,20.96512,21.09319
4.47095,2.91492,21.00983,21.28763
4.48096,3.06903,21.05402,21.48224
4.49096,3.22339,21.09769,21.67700
4.50096,3.37793,21.14085,21.87193
4.51096,3.53265,21.18350,22.06702
4.52096,3.68762,21.22565,22.26225
4.53097,3.84277,21.26729,22.45764
4.54097,3.99811,21.30843,22.65317
4.55097,4.15363,21.34906,22.84885
4.56097,4.30933,21.38919,23.04466
4.57097,4.46521,21.42883,23.24062
4.58098,4.62128,21.46799,23.43671
4.59098,4.77753,21.50664,23.63293
4.60098,4.93396,21.54482,23.82928
4.61098,5.09058,21.58250,24.02577
4.62099,5.24738,21.61971,24.22237
4.63099,5.40430,21.65640,24.41907
4.64099,5.56140,21.69263,24.61589
4.65099,5.71863,21.72836,24.81281
4.66099,5.87598,21.76361,25.00981
4.67100,6.03351,21.79840,25.20694
4.68100,6.19122,21.83272,25.40416
4.69100,6.34906,21.86656,25.60147
4.70100,6.50702,21.89995,25.79889
4.71100,6.66516,21.93288,25.99641
4.72101,6.82343,21.96533,26.19403
4.73101,6.98181,21.99734,26.39174
4.74101,7.14038,22.02890,26.58954
4.75101,7.29907,22.06001,26.78745
4.76101,7.45789,22.09067,26.98543
4.77102,7.61682,22.12090,27.18350
4.78102,7.77588,22.15067,27.38165
4.79102,7.93506,22.17999,27.57986
4.80102,8.09436,22.20889,27.77815
4.81103,8.25378,22.23735,27.97652
4.82103,8.41333,22.26537,28.17494
4.83103,8.57300,22.29295,28.37344
4.84103,8.73279,22.32011,28.57202
4.85103,8.89270,22.34685,28.77066
4.86104,9.05273,22.37317,28.96938
4.87104,9.21283,22.39906,29.16815
4.88104,9.37305,22.42455,29.36699
4.89104,9.53339,22.44962,29.56589
4.90104,9.69385,22.47427,29.76485
4.91105,9.85437,22.49852,29.96387
4.92105,10.01501,22.52237,30.16293
4.93105,10.17578,22.54581,30.36206
4.94105,10.33661,22.56885,30.56123
4.95106,10.49756,22.59149,30.76047
4.96106,10.65857,22.61374,30.95975
4.97106,10.81970,22.63560,31.15907
4.98106,10.98090,22.65707,31.35844
4.99106,11.14221,22.67816,31.55786
5.00107,11.30359,22.69887,31.75732
5.01107,11.46509,22.71919,31.95683
5.02107,11.62665,22.73914,32.15639
5.03107,11.78833,22.75871,32.35599
5.04107,11.95007,22.77791,32.55563
5.05108,12.11188,22.79674,32.75531
5.06108,12.27380,22.81520,32.95503
5.07108,12.43542,22.83298,33.15433
5.08108,12.59717,22.85043,33.35376
5.09109,12.75897,22.86749,33.55315
5.10109,12.92084,22.88422,33.75261
5.11109,13.08234,22.90022,33.95158
5.12109,13.24384,22.91579,34.15050
5.13109,13.40533,22.93091,34.34932
5.14110,13.56677,22.94559,34.54805
5.15110,13.72821,22.95982,34.74667
5.16110,13.88959,22.97362,34.94519
5.17110,14.05096,22.98700,35.14365
5.18110,14.21234,23.00002,35.34209
5.19111,14.37378,23.01266,35.54051
5.20111,14.53528,23.02498,35.73897
5.21111,14.69690,23.03699,35.93748
5.22111,14.85858,23.04869,36.13606
5.23112,15.02039,23.06010,36.33470
5.24112,15.18225,23.07124,36.53342
5.25112,15.34424,23.08209,36.73221
5.26112,15.50635,23.09267,36.93108
5.27112,15.66858,23.10298,37.13004
5.28113,15.83087,23.11302,37.32907
5.29113,15.99329,23.12279,37.52818
5.30113,16.15582,23.13229,37.72736
5.31113,16.31848,23.14154,37.92662
5.32113,16.48120,23.15053,38.12596
5.33114,16.64404,23.15926,38.32536
5.34114,16.80701,23.16772,38.52484
5.35114,16.97003,23.17595,38.72440
5.36114,17.13318,23.18391,38.92401
5.37115,17.29645,23.19164,39.12370
5.38115,17.45978,23.19911,39.32346
5.39115,17.62323,23.20633,39.52327
5.40115,17.78674,23.21330,39.72316
5.41115,17.95038,23.22005,39.92311
5.42116,18.11407,23.22655,40.12312
5.43116,18.27789,23.23280,40.32320
5.44116,18.44177,23.23882,40.52333
5.45116,18.60571,23.24460,40.72351
5.46116,18.76978,23.25015,40.92375
5.47117,18.93390,23.25546,41.12405
5.48117,19.09814,23.26054,41.32440
5.49117,19.26245,23.26540,41.52481
5.50117,19.42682,23.27002,41.72527
5.51118,19.59125,23.27441,41.92577
5.52118,19.75580,23.27859,42.12631
5.53118,19.92041,23.28255,42.32690
5.54118,20.08508,23.28627,42.52754
5.55118,20.24982,23.28978,42.72823
5.56119,20.41467,23.29308,42.92896
5.57119,20.57959,23.29616,43.12973
5.58119,20.74457,23.29901,43.33055
5.59119,20.90961,23.30165,43.53142
5.60119,21.07471,23.30409,43.73232
5.61120,21.23987,23.30632,43.93326
5.62120,21.40509,23.30833,44.13425
5.63120,21.57037,23.31015,44.33527
5.64120,21.73572,23.31175,44.53632
5.65121,21.90112,23.31316,44.73741
5.66121,22.06659,23.31436,44.93854
5.67121,22.23212,23.31535,45.13969
5.68121,22.39771,23.31615,45.34090
5.69121,22.56335,23.31674,45.54213
5.70122,22.72906,23.31715,45.74339
5.71122,22.89484,23.31737,45.94469
5.72122,23.06067,23.31738,46.14601
5.73122,23.22656,23.31721,46.34737
5.74122,23.39252,23.31685,46.54875
5.75123,23.55853,23.31630,46.75017
5.76123,23.72461,23.31557,46.95161
5.77123,23.89075,23.31465,47.15309
5.78123,24.05695,23.31355,47.35460
5.79123,24.22314,23.31227,47.55612
5.80124,24.38940,23.31081,47.75768
5.81124,24.55573,23.30916,47.95926
5.82124,24.72211,23.30734,48.16087
5.83124,24.88855,23.30534,48.36250
5.84125,25.05505,23.30318,48.56416
5.85125,25.22156,23.30083,48.76584
5.86125,25.38812,23.29831,48.96754
5.87125,25.55475,23.29562,49.16928
5.88125,25.72144,23.29277,49.37103
5.89126,25.88812,23.28975,49.57281
5.90126,26.05487,23.28656,49.77461
5.91126,26.22168,23.28320,49.97644
5.92126,26.38855,23.27969,50.17828
5.93126,26.55542,23.27602,50.38014
5.94127,26.72235,23.27219,50.58203
5.95127,26.88934,23.26820,50.78395
5.96127,27.05640,23.26407,50.98589
5.97127,27.22345,23.25978,51.18785
5.98128,27.39056,23.25534,51.38985
5.99128,27.55774,23.25076,51.59187
6.00128,27.72498,23.24603,51.79393
6.01128,27.89227,23.24117,51.99602
6.02128,28.05963,23.23616,52.19814
6.03129,28.22705,23.23102,52.40028
6.04129,28.39447,23.22574,52.60248
6.05129,28.56195,23.22034,52.80472
6.06129,28.72949,23.21480,53.00697
6.07129,28.89709,23.20912,53.20926
6.08130,29.06470,23.20331,53.41156
6.09130,29.23236,23.19734,53.61388
6.10130,29.40009,23.19127,53.81624
6.11130,29.56787,23.18507,54.01863
6.12131,29.73566,23.17874,54.22104
6.13131,29.90350,23.17229,54.42348
6.14131,30.07141,23.16570,54.62593
6.15131,30.23938,23.15900,54.82843
6.16131,30.40735,23.15218,55.03096
6.17132,30.57538,23.14523,55.23352
6.18132,30.74347,23.13817,55.43610
6.19132,30.91162,23.13100,55.63870
6.20132,31.07977,23.12370,55.84134
6.21132,31.24799,23.11630,56.04399
6.22133,31.41626,23.10878,56.24667
6.23133,31.58453,23.10114,56.44937
6.24133,31.75293,23.09340,56.65216
6.25133,31.92139,23.08556,56.85503
6.26134,32.08997,23.07761,57.05797
6.27134,32.25861,23.06955,57.26097
6.28134,32.42731,23.06140,57.46405
6.29134,32.59613,23.05315,57.66721
6.30134,32.76501,23.04480,57.87044
6.31135,32.93396,23.03635,58.07373
6.32135,33.10297,23.02779,58.27708
6.33135,33.27203,23.01913,58.48051
6.34135,33.44122,23.01038,58.68401
6.35135,33.61047,23.00151,58.88754
6.36136,33.77979,22.99254,59.09114
6.37136,33.94916,22.98346,59.29478
6.38136,34.11859,22.97429,59.49849
6.39136,34.28809,22.96501,59.70224
6.40137,34.45764,22.95563,59.90604
6.41137,34.62726,22.94615,60.10988
6.42137,34.79694,22.93657,60.31378
6.43137,34.96667,22.92690,60.51773
6.44137,35.13647,22.91711,60.72173
6.45138,35.30627,22.90724,60.92577
6.46138,35.47614,22.89726,61.12985
6.47138,35.64606,22.88719,61.33398
6.48138,35.81604,22.87703,61.53815
6.49138,35.98608,22.86676,61.74236
6.50139,36.15619,22.85640,61.94661
6.51139,36.32635,22.84595,62.15091
6.52139,36.49652,22.83540,62.35524
6.53139,36.66675,22.82477,62.55962
6.54140,36.83704,22.81403,62.76402
6.55140,37.00739,22.80319,62.96848
6.56140,37.17780,22.79227,63.17296
6.57140,37.34821,22.78125,63.37747
6.58140,37.51868,22.77014,63.58203
6.59141,37.68921,22.75894,63.78662
6.60141,37.85974,22.74767,63.99124
6.61141,38.03033,22.73630,64.19589
6.62141,38.20099,22.72484,64.40057
6.63141,38.37164,22.71329,64.60529
