t_sim,x,y,z
0.00000,0.00000,0.00000,0.00000
0.01001,-0.02094,-0.10454,-0.09329
0.02001,-0.04181,-0.20984,-0.18631
0.03001,-0.06262,-0.31590,-0.27908
0.04001,-0.08337,-0.42273,-0.37158
0.05001,-0.10406,-0.53032,-0.46381
0.06002,-0.12469,-0.63867,-0.55579
0.07002,-0.14526,-0.74777,-0.64749
0.08002,-0.16577,-0.85762,-0.73892
0.09002,-0.18622,-0.96822,-0.83011
0.10002,-0.20660,-1.07956,-0.92102
0.11003,-0.22693,-1.19165,-1.01169
0.12003,-0.24719,-1.30449,-1.10208
0.13003,-0.26740,-1.41806,-1.19220
0.14003,-0.28754,-1.53238,-1.28207
0.15004,-0.30762,-1.64743,-1.37167
0.16004,-0.32764,-1.76321,-1.46103
0.17004,-0.34760,-1.87973,-1.55011
0.18004,-0.36755,-1.99696,-1.63895
0.19004,-0.38745,-2.11493,-1.72751
0.20005,-0.40729,-2.23361,-1.81583
0.21005,-0.42706,-2.35303,-1.90387
0.22005,-0.44678,-2.47316,-1.99167
0.23005,-0.46643,-2.59401,-2.07919
0.24005,-0.48602,-2.71558,-2.16647
0.25006,-0.50555,-2.83786,-2.25351
0.26006,-0.52502,-2.96085,-2.34027
0.27006,-0.54443,-3.08453,-2.42679
0.28006,-0.56378,-3.20894,-2.51303
0.29007,-0.58307,-3.33405,-2.59903
0.30007,-0.60229,-3.45985,-2.68478
0.31007,-0.62146,-3.58636,-2.77026
0.32007,-0.64056,-3.71356,-2.85550
0.33007,-0.65961,-3.84145,-2.94046
0.34008,-0.67859,-3.97002,-3.02518
0.35008,-0.69751,-4.09927,-3.10965
0.36008,-0.71637,-4.22920,-3.19385
0.37008,-0.73523,-4.35982,-3.27780
0.38008,-0.75403,-4.49110,-3.36148
0.39009,-0.77277,-4.62306,-3.44492
0.40009,-0.79144,-4.75569,-3.52808
0.41009,-0.81006,-4.88899,-3.61099
0.42009,-0.82861,-5.02295,-3.69366
0.43010,-0.84711,-5.15758,-3.77606
0.44010,-0.86554,-5.29286,-3.85822
0.45010,-0.88391,-5.42880,-3.94009
0.46010,-0.90222,-5.56540,-4.02173
0.47010,-0.92047,-5.70265,-4.10312
0.48011,-0.93866,-5.84056,-4.18423
0.49011,-0.95679,-5.97911,-4.26511
0.50011,-0.97485,-6.11830,-4.34573
0.51011,-0.99286,-6.25815,-4.42609
0.52011,-1.01080,-6.39864,-4.50620
0.53012,-1.02875,-6.53975,-4.58606
0.54012,-1.04663,-6.68150,-4.66568
0.55012,-1.06445,-6.82388,-4.74503
0.56012,-1.08221,-6.96690,-4.82413
0.57013,-1.09991,-7.11055,-4.90298
0.58013,-1.11755,-7.25482,-4.98160
0.59013,-1.13513,-7.39972,-5.05994
0.60013,-1.15265,-7.54523,-5.13803
0.61013,-1.17010,-7.69136,-5.21588
0.62014,-1.18750,-7.83810,-5.29349
0.63014,-1.20514,-7.98206,-5.37195
0.64014,-1.22302,-8.12321,-5.45123
0.65014,-1.24115,-8.26161,-5.53134
0.66014,-1.25952,-8.39726,-5.61227
0.67015,-1.27814,-8.53021,-5.69400
0.68015,-1.29694,-8.66049,-5.77652
0.69015,-1.31598,-8.78813,-5.85983
0.70015,-1.33527,-8.91316,-5.94394
0.71016,-1.35474,-9.03561,-6.02881
0.72016,-1.37445,-9.15552,-6.11444
0.73016,-1.39435,-9.27290,-6.20084
0.74016,-1.41449,-9.38780,-6.28799
0.75016,-1.43488,-9.50023,-6.37592
0.76017,-1.45544,-9.61021,-6.46457
0.77017,-1.47620,-9.71779,-6.55396
0.78017,-1.49719,-9.82298,-6.64407
0.79017,-1.51837,-9.92581,-6.73489
0.80017,-1.53979,-10.02631,-6.82642
0.81018,-1.56140,-10.12450,-6.91864
0.82018,-1.58319,-10.22041,-7.01157
0.83018,-1.60516,-10.31407,-7.10519
0.84018,-1.62738,-10.40550,-7.19952
0.85018,-1.64978,-10.49474,-7.29456
0.86019,-1.67236,-10.58180,-7.39026
0.87019,-1.69513,-10.66672,-7.48663
0.88019,-1.71808,-10.74951,-7.58368
0.89019,-1.74121,-10.83020,-7.68140
0.90020,-1.76459,-10.90880,-7.77979
0.91020,-1.78815,-10.98535,-7.87881
0.92020,-1.81189,-11.05986,-7.97852
0.93020,-1.83582,-11.13235,-8.07886
0.94020,-1.85992,-11.20287,-8.17984
0.95021,-1.88422,-11.27139,-8.28146
0.96021,-1.90869,-11.33798,-8.38370
0.97021,-1.93335,-11.40263,-8.48657
