t_sim,x,y,z
0.00000,0.00000,0.00000,0.00000
0.01000,0.04312,0.06198,0.13300
0.02000,0.08606,0.12259,0.26544
0.03000,0.12881,0.18182,0.39731
0.04001,0.17142,0.23970,0.52863
0.05001,0.21384,0.29623,0.65939
0.06001,0.25607,0.35143,0.78964
0.07001,0.29813,0.40529,0.91937
0.08002,0.34003,0.45783,1.04858
0.09002,0.38174,0.50906,1.17728
0.10002,0.42331,0.55899,1.30545
0.11002,0.46472,0.60763,1.43314
0.12002,0.50598,0.65498,1.56033
0.13003,0.54706,0.70104,1.68704
0.14003,0.58798,0.74584,1.81326
0.15003,0.62875,0.78938,1.93900
0.16003,0.66937,0.83165,2.06427
0.17003,0.70984,0.87267,2.18906
0.18004,0.75015,0.91245,2.31339
0.19004,0.79031,0.95100,2.43726
0.20004,0.83035,0.98831,2.56067
0.21004,0.87024,1.02441,2.68365
0.22005,0.90997,1.05928,2.80618
0.23005,0.94955,1.09294,2.92828
0.24005,0.98901,1.12540,3.04996
0.25005,1.02832,1.15665,3.17117
0.26005,1.06750,1.18672,3.29196
0.27006,1.10654,1.21560,3.41235
0.28006,1.14545,1.24329,3.53232
0.29006,1.18420,1.26981,3.65186
0.30006,1.22284,1.29517,3.77100
0.31006,1.26135,1.31935,3.88974
0.32007,1.29971,1.34238,4.00806
0.33007,1.33795,1.36424,4.12598
0.34007,1.37607,1.38496,4.24350
0.35007,1.41406,1.40453,4.36066
0.36008,1.45193,1.42295,4.47742
0.37008,1.48969,1.44025,4.59378
0.38008,1.52731,1.45641,4.70978
0.39008,1.56479,1.47144,4.82538
0.40008,1.60214,1.48534,4.94061
0.41009,1.63937,1.49814,5.05545
0.42009,1.67651,1.50982,5.16992
0.43009,1.71353,1.52039,5.28403
0.44009,1.75043,1.52985,5.39777
0.45009,1.78720,1.53821,5.51114
0.46010,1.82385,1.54547,5.62415
0.47010,1.86038,1.55164,5.73682
0.48010,1.89679,1.55672,5.84912
0.49010,1.93311,1.56072,5.96106
0.50011,1.96930,1.56364,6.07266
0.51011,2.00537,1.56548,6.18390
0.52011,2.04132,1.56624,6.29480
0.53011,2.07718,1.56593,6.40536
0.54011,2.11292,1.56455,6.51556
0.55012,2.14853,1.56211,6.62543
0.56012,2.18405,1.55861,6.73495
0.57012,2.21945,1.55405,6.84415
0.58012,2.25476,1.54845,6.95300
0.59012,2.28995,1.54179,7.06152
0.60013,2.32504,1.53409,7.16971
0.61013,2.36002,1.52534,7.27756
0.62013,2.39490,1.51556,7.38507
0.63013,2.42966,1.50475,7.49225
0.64014,2.46432,1.49290,7.59912
0.65014,2.49887,1.48002,7.70569
0.66014,2.53333,1.46612,7.81195
0.67014,2.56769,1.45119,7.91791
0.68014,2.60196,1.43526,8.02359
0.69015,2.63614,1.41830,8.12897
0.70015,2.67023,1.40033,8.23407
0.71015,2.70422,1.38135,8.33887
0.72015,2.73813,1.36136,8.44336
0.73015,2.77191,1.34037,8.54758
0.74016,2.80560,1.31838,8.65152
0.75016,2.83920,1.29539,8.75516
0.76016,2.87271,1.27141,8.85852
0.77016,2.90613,1.24643,8.96158
0.78017,2.93945,1.22046,9.06436
0.79017,2.97269,1.19350,9.16687
0.80017,3.00583,1.16557,9.26907
0.81017,3.03888,1.13664,9.37100
0.82017,3.07184,1.10674,9.47266
0.83018,3.10471,1.07587,9.57404
0.84018,3.13748,1.04401,9.67514
0.85018,3.17017,1.01119,9.77597
0.86018,3.20276,0.97740,9.87653
0.87018,3.23529,0.94264,9.97681
0.88019,3.26773,0.90692,10.07681
0.89019,3.30008,0.87024,10.17654
0.90019,3.33234,0.83260,10.27600
0.91019,3.36450,0.79401,10.37518
0.92020,3.39658,0.75446,10.47409
0.93020,3.42856,0.71396,10.57275
0.94020,3.46045,0.67251,10.67114
0.95020,3.49228,0.63011,10.76926
0.96020,3.52402,0.58678,10.86710
0.97021,3.55566,0.54250,10.96469
0.98021,3.58722,0.49728,11.06201
0.99021,3.61908,0.45319,11.16028
1.00021,3.65030,0.39784,11.25043
1.01021,3.68045,0.33132,11.33289
1.02022,3.70941,0.25291,11.40726
1.03022,3.73709,0.16155,11.47284
1.04022,3.76355,0.05761,11.52979
1.05022,3.78851,-0.06034,11.57730
1.06022,3.81192,-0.19410,11.61386
1.07023,3.83380,-0.34363,11.63943
1.08023,3.85419,-0.50868,11.65417
1.09023,3.87314,-0.68877,11.65842
1.10023,3.89056,-0.88389,11.65213
1.11024,3.90656,-1.09371,11.63553
1.12024,3.92114,-1.31787,11.60880
1.13024,3.93433,-1.55603,11.57214
1.14024,3.94611,-1.80782,11.52582
1.15024,3.95645,-2.07279,11.47003
1.16025,3.96503,-2.35066,11.40475
1.17025,3.97183,-2.64082,11.33032
1.18025,3.97665,-2.94263,11.24698
1.19025,3.97922,-3.25549,11.15497
1.20025,3.97922,-3.57883,11.05438
1.21026,3.97623,-3.91209,10.94531
1.22026,3.96994,-4.25468,10.82794
1.23026,3.96011,-4.60605,10.70245
1.24026,3.94650,-4.96565,10.56894
1.25027,3.92923,-5.33297,10.42792
1.26027,3.90802,-5.70770,10.27936
1.27027,3.88278,-6.08954,10.12335
1.28027,3.85355,-6.47819,9.96011
1.29027,3.82037,-6.87336,9.78992
1.30028,3.78339,-7.27473,9.61304
1.31028,3.74277,-7.68202,9.42972
1.32028,3.69861,-8.09489,9.24036
1.33028,3.65109,-8.51301,9.04517
1.34028,3.60037,-8.93606,8.84454
1.35029,3.54654,-9.36373,8.63870
1.36029,3.48975,-9.79573,8.42798
1.37029,3.43011,-10.23184,8.21252
1.38029,3.36774,-10.67183,7.99261
1.39030,3.30276,-11.11546,7.76843
1.40030,3.23526,-11.56254,7.54022
1.41030,3.16531,-12.01284,7.30814
1.42030,3.09305,-12.46621,7.07239
1.43030,3.01852,-12.92247,6.83313
1.44031,2.94186,-13.38145,6.59052
1.45031,2.86307,-13.84299,6.34473
1.46031,2.78229,-14.30697,6.09589
1.47031,2.69955,-14.77322,5.84415
1.48031,2.61469,-15.24166,5.58939
1.49032,2.52698,-15.71223,5.33105
1.50032,2.43658,-16.18449,5.06952
1.51032,2.34106,-16.65791,4.80322
1.52032,2.24081,-17.13147,4.53302
1.53033,2.13513,-17.60407,4.25885
1.54033,2.02246,-18.07481,3.98016
1.55033,1.90131,-18.54204,3.69659
1.56033,1.76978,-19.00415,3.40756
1.57033,1.62628,-19.45880,3.11307
1.58034,1.46948,-19.90322,2.81363
1.59034,1.30020,-20.33806,2.50958
1.60034,1.11716,-20.76057,2.20135
1.61034,0.92007,-21.16906,1.88965
1.62034,0.70932,-21.56339,1.57480
1.63035,0.48550,-21.94365,1.25723
1.64035,0.24911,-22.31022,0.93713
1.65035,0.00064,-22.66352,0.61469
1.66035,-0.25943,-23.00396,0.29004
1.67036,-0.53067,-23.33193,-0.03668
1.68036,-0.81262,-23.64785,-0.36533
1.69036,-1.10483,-23.95215,-0.69574
1.70036,-1.40662,-24.24544,-1.02768
1.71036,-1.71762,-24.52811,-1.36115
1.72037,-2.03732,-24.80069,-1.69592
1.73037,-2.36282,-25.06546,-2.03052
1.74037,-2.69321,-25.32295,-2.36484
1.75037,-3.02313,-25.57690,-2.69650
1.76037,-3.34900,-25.82973,-3.02411
1.77038,-3.66861,-26.08308,-3.34665
1.78038,-3.96414,-26.34888,-3.65668
1.79038,-4.23602,-26.62634,-3.95364
1.80038,-4.48300,-26.91624,-4.23734
1.81039,-4.70602,-27.21815,-4.50806
1.82039,-4.90610,-27.53155,-4.76630
1.83039,-5.08426,-27.85596,-5.01263
1.84039,-5.24136,-28.19106,-5.24756
1.85039,-5.37830,-28.53648,-5.47162
1.86040,-5.49588,-28.89190,-5.68527
1.87040,-5.59476,-29.25681,-5.88876
1.88040,-5.67554,-29.63068,-6.08234
1.89040,-5.73883,-30.01302,-6.26617
1.90040,-5.78519,-30.40336,-6.44055
1.91041,-5.81528,-30.80128,-6.60571
1.92041,-5.82965,-31.20638,-6.76193
1.93041,-5.82892,-31.61829,-6.90952
1.94041,-5.81363,-32.03667,-7.04871
1.95042,-5.78439,-32.46111,-7.17978
1.96042,-5.74164,-32.89130,-7.30295
1.97042,-5.68622,-33.32681,-7.41861
1.98042,-5.61819,-33.76721,-7.52661
1.99042,-5.53717,-34.21228,-7.62659
2.00043,-5.44342,-34.66149,-7.71826
2.01043,-5.33691,-35.11440,-7.80167
2.02043,-5.21796,-35.57063,-7.87619
2.03043,-5.08752,-36.02908,-7.94165
2.04043,-4.94510,-36.48956,-7.99710
2.05044,-4.79068,-36.95152,-8.04187
2.06044,-4.62448,-37.41396,-8.07516
2.07044,-4.44681,-37.87562,-8.09619
2.08044,-4.25787,-38.33520,-8.10410
2.09044,-4.05801,-38.79141,-8.09811
2.10045,-3.84766,-39.24300,-8.07758
2.11045,-3.62723,-39.68868,-8.04181
2.12045,-3.39743,-40.12722,-7.99026
2.13045,-3.15887,-40.55734,-7.92252
2.14046,-2.91235,-40.97784,-7.83813
2.15046,-2.65869,-41.38771,-7.73685
2.16046,-2.39880,-41.78573,-7.61847
2.17046,-2.13382,-42.17073,-7.48294
2.18046,-1.86490,-42.54155,-7.33032
2.19047,-1.59326,-42.89705,-7.16086
2.20047,-1.32028,-43.23618,-6.97485
2.21047,-1.04730,-43.55794,-6.77277
2.22047,-0.77573,-43.86138,-6.55518
2.23047,-0.50702,-44.14564,-6.32281
2.24048,-0.24261,-44.40993,-6.07657
2.25048,0.01584,-44.65348,-5.81760
2.26048,0.26688,-44.87573,-5.54709
2.27048,0.50909,-45.07630,-5.26633
2.28049,0.74161,-45.25852,-4.97946
2.29049,0.96405,-45.42206,-4.68652
2.30049,1.17624,-45.56548,-4.38644
2.31049,1.37839,-45.68885,-4.07919
2.32049,1.57086,-45.79272,-3.76468
2.33050,1.75403,-45.87772,-3.44312
2.34050,1.92807,-45.94447,-3.11487
2.35050,2.09323,-45.99357,-2.78033
2.36050,2.24963,-46.02565,-2.43991
2.37050,2.39758,-46.04131,-2.09399
2.38051,2.53723,-46.04112,-1.74286
2.39051,2.66885,-46.02568,-1.38681
2.40051,2.79263,-45.99553,-1.02615
2.41051,2.90884,-45.95120,-0.66113
2.42052,3.01764,-45.89320,-0.29199
2.43052,3.11926,-45.82203,0.08105
2.44052,3.21390,-45.73815,0.45782
2.45052,3.30167,-45.64222,0.83765
2.46052,3.38272,-45.53467,1.22031
2.47053,3.45728,-45.41595,1.60565
2.48053,3.52551,-45.28648,1.99353
2.49053,3.58762,-45.14664,2.38376
2.50053,3.64371,-44.99683,2.77618
2.51053,3.69403,-44.83745,3.17065
2.52054,3.73871,-44.66885,3.56696
2.53054,3.77789,-44.49139,3.96497
2.54054,3.81177,-44.30545,4.36456
2.55054,3.84042,-44.11137,4.76553
2.56055,3.86407,-43.90951,5.16779
2.57055,3.88287,-43.70026,5.57101
2.58055,3.89700,-43.48408,5.97501
2.59055,3.90701,-43.26188,6.37936
2.60055,3.91263,-43.03355,6.78448
2.61056,3.91382,-42.79971,7.19022
2.62056,3.91068,-42.56085,7.59656
2.63056,3.90442,-42.31873,8.00244
2.64056,3.89404,-42.07300,8.40891
2.65056,3.87900,-41.82401,8.81644
2.66057,3.85892,-41.57236,9.22534
2.67057,3.83344,-41.31876,9.63580
2.68057,3.80234,-41.06414,10.04773
2.69057,3.76535,-40.80929,10.46109
2.70058,3.72202,-40.55483,10.87637
2.71058,3.67197,-40.30165,11.29364
2.72058,3.61484,-40.05051,11.71320
2.73058,3.55038,-39.80225,12.13513
2.74058,3.47833,-39.55769,12.55960
2.75059,3.39856,-39.31767,12.98663
2.76059,3.31094,-39.08318,13.41617
2.77059,3.21548,-38.85497,13.84818
2.78059,3.11227,-38.63380,14.28262
2.79059,3.00140,-38.42043,14.71930
2.80060,2.88300,-38.21555,15.15814
2.81060,2.75726,-38.01987,15.59888
2.82060,2.62436,-37.83411,16.04135
2.83060,2.48453,-37.65878,16.48541
2.84061,2.33835,-37.49534,16.93018
2.85061,2.18655,-37.34241,17.37546
2.86061,2.03140,-37.19822,17.81918
2.87061,1.87756,-37.05873,18.25748
2.88061,1.72461,-36.92367,18.69147
2.89062,1.57373,-36.79223,19.11996
2.90062,1.42477,-36.66450,19.54291
2.91062,1.27771,-36.54036,19.96048
2.92062,1.13251,-36.41972,20.37286
2.93062,0.98911,-36.30247,20.78009
2.94063,0.84744,-36.18855,21.18231
2.95063,0.70749,-36.07787,21.57971
2.96063,0.56918,-35.97033,21.97241
2.97063,0.43250,-35.86587,22.36047
2.98064,0.29739,-35.76440,22.74408
2.99064,0.16385,-35.66588,23.12329
3.00064,0.03180,-35.57021,23.49823
3.01064,-0.09872,-35.47742,23.86884
3.02064,-0.22775,-35.38743,24.23523
3.03065,-0.35535,-35.30018,24.59753
3.04065,-0.48151,-35.21561,24.95581
3.05065,-0.60629,-35.13366,25.31012
3.06065,-0.72974,-35.05428,25.66058
3.07065,-0.85184,-34.97740,26.00732
3.08066,-0.97415,-34.90406,26.35181
3.09066,-1.09518,-34.83313,26.69269
3.10066,-1.21515,-34.76468,27.03015
3.11066,-1.33386,-34.69854,27.36420
3.12066,-1.45139,-34.63467,27.69482
3.13067,-1.56772,-34.57301,28.02216
3.14067,-1.68292,-34.51354,28.34619
3.15067,-1.79697,-34.45621,28.66705
3.16067,-1.90991,-34.40099,28.98480
3.17068,-2.02179,-34.34782,29.29950
3.18068,-2.13266,-34.29675,29.61133
3.19068,-2.23877,-34.24501,29.91669
3.20068,-2.33496,-34.18890,30.21082
3.21068,-2.41870,-34.12674,30.49115
3.22069,-2.48981,-34.05833,30.75757
3.23069,-2.54816,-33.98347,31.01007
3.24069,-2.59357,-33.90193,31.24866
3.25069,-2.62592,-33.81349,31.47308
3.26069,-2.64496,-33.71795,31.68335
3.27070,-2.65051,-33.61503,31.87933
3.28070,-2.64236,-33.50449,32.06097
3.29070,-2.62027,-33.38609,32.22809
3.30070,-2.58398,-33.25961,32.38043
3.31071,-2.53329,-33.12486,32.51801
3.32071,-2.46829,-32.98185,32.64087
3.33071,-2.38947,-32.83092,32.74939
3.34071,-2.29724,-32.67241,32.84399
3.35071,-2.19214,-32.50665,32.92517
3.36072,-2.07455,-32.33399,32.99335
3.37072,-1.94501,-32.15479,33.04883
3.38072,-1.80383,-31.96933,33.09204
3.39072,-1.65149,-31.77792,33.12335
3.40072,-1.48831,-31.58081,33.14301
3.41073,-1.31476,-31.37833,33.15149
3.42073,-1.13110,-31.17073,33.14911
3.43073,-0.93781,-30.95832,33.13617
3.44073,-0.73517,-30.74136,33.11298
3.45074,-0.52362,-30.52016,33.07990
3.46074,-0.30347,-30.29501,33.03717
3.47074,-0.07504,-30.06615,32.98511
3.48074,0.16125,-29.83384,32.92401
3.49074,0.40521,-29.59831,32.85419
3.50075,0.65646,-29.35978,32.77588
3.51075,0.91473,-29.11845,32.68939
3.52075,1.17981,-28.87453,32.59491
3.53075,1.45135,-28.62821,32.49274
3.54075,1.72916,-28.37969,32.38306
3.55076,2.01294,-28.12899,32.26617
3.56076,2.30249,-27.87630,32.14233
3.57076,2.59750,-27.62176,32.01178
3.58076,2.89764,-27.36546,31.87488
3.59077,3.20270,-27.10744,31.73193
3.60077,3.51236,-26.84776,31.58319
3.61077,3.82639,-26.58646,31.42896
3.62077,4.14450,-26.32354,31.26947
3.63077,4.46643,-26.05898,31.10516
3.64078,4.79193,-25.79276,30.93622
3.65078,5.12076,-25.52477,30.76306
3.66078,5.45267,-25.25494,30.58600
3.67078,5.78741,-24.98318,30.40540
3.68078,6.12479,-24.70939,30.22162
3.69079,6.46451,-24.43335,30.03516
3.70079,6.80640,-24.15489,29.84631
3.71079,7.15024,-23.87380,29.65564
3.72079,7.49579,-23.58978,29.46375
3.73080,7.84283,-23.30264,29.27112
3.74080,8.19116,-23.01208,29.07831
3.75080,8.54056,-22.71783,28.88574
3.76080,8.89081,-22.41960,28.69397
3.77080,9.24176,-22.11732,28.50305
3.78081,9.59329,-21.81119,28.31342
3.79081,9.94513,-21.50090,28.12555
3.80081,10.29718,-21.18648,27.93945
3.81081,10.64935,-20.86803,27.75513
3.82081,11.00159,-20.54568,27.57263
3.83082,11.35388,-20.21958,27.39197
3.84082,11.70612,-19.88988,27.21301
3.85082,12.05829,-19.55669,27.03577
3.86082,12.41034,-19.22015,26.86035
3.87083,12.76224,-18.88039,26.68658
3.88083,13.11395,-18.53753,26.51453
3.89083,13.46545,-18.19167,26.34418
3.90083,13.81674,-17.84293,26.17548
3.91083,14.16772,-17.49142,26.00842
3.92084,14.51843,-17.13723,25.84302
3.93084,14.86880,-16.78046,25.67926
3.94084,15.21884,-16.42120,25.51703
3.95084,15.56851,-16.05954,25.35638
3.96084,15.91779,-15.69556,25.19739
3.97085,16.26669,-15.32935,25.03986
3.98085,16.61514,-14.96098,24.88385
3.99085,16.96317,-14.59054,24.72943
4.00085,17.31073,-14.21807,24.57648
4.01086,17.65784,-13.84367,24.42499
4.02086,18.00449,-13.46740,24.27502
4.03086,18.35065,-13.08930,24.12646
4.04086,18.69632,-12.70943,23.97931
4.05086,19.04147,-12.32780,23.83356
4.06087,19.38605,-11.94445,23.68921
4.07087,19.72995,-11.55905,23.54620
4.08087,20.07309,-11.17181,23.40448
4.09087,20.41534,-10.78265,23.26416
