t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.00000,0.00000,0.00000,0.00000,0.00000,0.00399,0.97683,0.01833,0.21320,0.21801,0.01938,-0.29805,-1.00000,0.00000,0.00000,-0.00000
0.01380,0.00999,0.00000,-0.00000,0.00000,0.00399,0.97683,0.01833,0.21319,-0.22109,0.11082,-0.03959,-1.00000,0.00000,0.00000,-0.00000
0.02070,0.01999,0.00000,-0.00000,0.00000,0.00399,0.97683,0.01833,0.21319,-0.31036,0.12421,-0.03477,-1.00000,0.00000,0.00000,-0.00000
0.02770,0.02999,0.00000,-0.00000,0.00000,0.00399,0.97683,0.01833,0.21318,-0.30496,0.12489,-0.03559,-1.00000,0.00000,0.00000,-0.00000
0.04160,0.03999,0.00000,-0.00000,0.00000,0.00399,0.97683,0.01833,0.21317,-0.31018,0.12493,-0.03562,-1.00000,0.00000,0.00000,-0.00000
0.04860,0.04999,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21317,-0.28809,0.12527,-0.03482,-1.00000,0.00000,0.00000,-0.00000
0.06240,0.05999,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21316,-0.28633,0.12550,-0.03559,-1.00000,0.00000,0.00000,-0.00000
0.06940,0.06998,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21315,-0.28635,0.12550,-0.03560,-1.00000,0.00000,0.00000,-0.00000
0.08370,0.07998,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21314,-0.29562,0.12309,-0.03433,-1.00000,0.00000,0.00000,-0.00000
0.09060,0.08998,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21314,-0.27868,0.12599,-0.03554,-1.00000,0.00000,0.00000,-0.00000
0.09750,0.09998,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21313,-0.27894,0.12615,-0.03578,-1.00000,0.00000,0.00000,-0.00000
0.11140,0.10998,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01832,0.21312,-0.31544,0.12263,-0.03442,-1.00000,0.00000,0.00000,-0.00000
0.11840,0.11998,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01833,0.21312,-0.29957,0.12519,-0.03513,-1.00000,0.00000,0.00000,-0.00000
0.13230,0.12997,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01833,0.21311,-0.29953,0.12521,-0.03517,-1.00000,0.00000,0.00000,-0.00000
0.13920,0.13997,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01833,0.21310,-0.29026,0.12763,-0.03643,-1.00000,0.00000,0.00000,-0.00000
0.15310,0.14997,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01833,0.21310,-0.30890,0.12449,-0.03447,-1.00000,0.00000,0.00000,-0.00000
0.16010,0.15997,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01833,0.21309,-0.30554,0.12668,-0.03589,-1.00000,0.00000,0.00000,-0.00000
0.17400,0.16997,0.00000,0.00000,0.00000,0.00399,0.97683,0.01834,0.21320,0.18402,0.01583,-0.29610,-1.00000,0.00000,0.00000,-0.00000
0.18090,0.17997,0.00000,-0.00000,0.00000,0.00399,0.97683,0.01832,0.21320,-0.17066,0.12817,-0.03946,-1.00000,0.00000,0.00000,-0.00000
0.18780,0.18996,0.00000,-0.00000,0.00000,0.00399,0.97683,0.01832,0.21319,-0.29534,0.12322,-0.03458,-1.00000,0.00000,0.00000,-0.00000
0.20170,0.19996,0.00000,-0.00000,0.00000,0.00399,0.97683,0.01832,0.21318,-0.28635,0.12550,-0.03557,-1.00000,0.00000,0.00000,-0.00000
0.20870,0.20996,0.00000,-0.00000,0.00000,0.00399,0.97683,0.01832,0.21318,-0.29562,0.12310,-0.03434,-1.00000,0.00000,0.00000,-0.00000
0.22260,0.21996,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21317,-0.27867,0.12600,-0.03555,-1.00000,0.00000,0.00000,-0.00000
0.22960,0.22996,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21316,-0.27892,0.12616,-0.03579,-1.00000,0.00000,0.00000,-0.00000
0.24350,0.23996,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21315,-0.31543,0.12265,-0.03443,-1.00000,0.00000,0.00000,-0.00000
0.25040,0.24995,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21315,-0.27877,0.12602,-0.03580,-1.00000,0.00000,0.00000,-0.00000
0.25740,0.25995,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21314,-0.27893,0.12615,-0.03579,-1.00000,0.00000,0.00000,-0.00000
0.27130,0.26995,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21313,-0.31543,0.12264,-0.03443,-1.00000,0.00000,0.00000,-0.00000
0.27820,0.27995,0.00000,-0.00000,0.00000,0.00399,0.97684,0.01832,0.21313,-0.26950,0.12843,-0.03706,-1.00000,0.00000,0.00000,-0.00000
0.29460,0.28995,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01832,0.21312,-0.28820,0.12375,-0.03456,-1.00000,0.00000,0.00000,-0.00000
0.30380,0.29995,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01833,0.21311,-0.31045,0.12490,-0.03477,-1.00000,0.00000,0.00000,-0.00000
0.31100,0.30994,0.00000,-0.00000,0.00000,0.00399,0.97685,0.01833,0.21311,-0.29377,0.12667,-0.03663,-1.00000,0.00000,0.00000,-0.00000
