t_wall,t_sim,x,y,z,qx,qy,qz,qw,gx,gy,gz,in1,in2,in3,in4
0.00000,0.00000,0.00000,0.00000,0.00000,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.00960,0.01001,-0.02094,-0.10454,-0.09329,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.01970,0.02001,-0.04181,-0.20984,-0.18631,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.02910,0.03001,-0.06262,-0.31590,-0.27908,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.03910,0.04001,-0.08337,-0.42273,-0.37158,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.04990,0.05001,-0.10406,-0.53032,-0.46381,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.06030,0.06002,-0.12469,-0.63867,-0.55579,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.06980,0.07002,-0.14526,-0.74777,-0.64749,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.07950,0.08002,-0.16577,-0.85762,-0.73892,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.08900,0.09002,-0.18622,-0.96822,-0.83011,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.09960,0.10002,-0.20660,-1.07956,-0.92102,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.10850,0.11003,-0.22693,-1.19165,-1.01169,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.11720,0.12003,-0.24719,-1.30449,-1.10208,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.12680,0.13003,-0.26740,-1.41806,-1.19220,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.13530,0.14003,-0.28754,-1.53238,-1.28207,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.14440,0.15004,-0.30762,-1.64743,-1.37167,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.15280,0.16004,-0.32764,-1.76321,-1.46103,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.16130,0.17004,-0.34760,-1.87973,-1.55011,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
0.17820,0.18004,-0.36755,-1.99696,-1.63895,-0.09418,0.92543,-0.13225,0.34238,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,-0.00000
